TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling
1950	Templar Staff	8	2	13	4			14						1	400	1	16750848		2400	240		2	2	63	2	6	2	4	1800	51	26	38																																																						3	Rare Weapon	41	Staff	9																				1
1951	Wizardry Staff	11	5	16	4			14						1	150	3	10503406		2800	280		2	3	88	4	8	3	5	1800	51	30	42																																																						5	Unique Weapon	61	Staff	10																				1
4036	Spiritfallen Voulge	38	32	43	1			8						20	150	4	11968874		88200	8820		2	3	122	4	8	3	5	150	55	66	89																																																						7	Elite Weapon	74	Two-Handed Halberd	12																				1
25	Bone Staff	14	8	19	4			14						1	400	1			6000	600		2	1	63	1	4	1	3	1800	51	34	45																																																						1	Normal Weapon	21	Staff	9																				1
551	Antler Staff	17	11	22	4			14						1	300	2	16750848		7200	720		2	2	76	2	6	2	4	1800	51	38	49																																																						3	Rare Weapon	41	Staff	10																				1
838	Grimdivine Staff	20	14	25	4			14						1	150	3	10503406		8400	840		2	3	88	4	8	3	5	1800	51	42	53																																																						5	Unique Weapon	61	Staff	11																				1
4044	Arcane Bow	38	32	43	2			10						20	150	4	11968874		88200	8820		2	3	167	4	8	3	5	2100	75	53	55																																																						7	Elite Weapon	78	Bow	12																				1
44	Twist Staff	23	17	28	4			14						1	400	1			21000	2100		2	1	63	1	4	1	3	1800	51	49	61																																																						1	Normal Weapon	21	Staff	10																				1
552	Battle Staff	26	20	31	4			14						1	300	2	16750848		25200	2520		2	2	76	2	6	2	4	1800	51	53	65																																																						3	Rare Weapon	41	Staff	11																				1
1952	Terra Staff	29	23	34	4			14						1	150	3	10503406		29400	2940		2	3	88	4	8	3	5	1800	51	57	69																																																						5	Unique Weapon	61	Staff	12																				1
4052	Blaze Ballista	38	32	43	2	   1;2   		11						20	150	4	11968874		88200	8820		2	3	149	4	8	3	5	2000	67	56	63																																																						7	Elite Weapon	79	Crossbow	12																				1
319	Skull Staff	32	26	37	4			14						1	400	1			63000	6300		2	1	63	1	4	1	3	1800	51	68	80																																																						1	Normal Weapon	21	Staff	10																				1
1953	Mystic Staff	35	29	40	4			14						1	300	2	16750848		75600	7560		2	2	76	2	6	2	4	1800	51	72	84																																																						3	Rare Weapon	41	Staff	11																				1
1954	Spiritual Staff	38	32	43	4			14						1	150	3	10503406		88200	8820		2	3	88	4	8	3	5	1800	51	76	88																																																						5	Unique Weapon	61	Staff	12																				1
4060	Spiritual Staff	38	32	43	4			14						20	150	4	11968874		88200	8820		2	3	113	4	8	3	5	1800	51	81	93																																																						7	Elite Weapon	81	Staff	12																				1
550	Ivory Staff	41	35	46	4			14						1	400	1			160000	16000		2	1	63	1	4	1	3	1800	51	88	150																																																						1	Normal Weapon	21	Staff	11																				1
1955	Blackwitch Staff	44	38	49	4			14						1	300	2	16750848		192000	19200		2	2	76	2	6	2	4	1800	51	92	104																																																						3	Rare Weapon	41	Staff	12																				1
1956	Arcane Staff	47	41	52	4			14						1	150	3	10503406		224000	22400		2	3	88	4	8	3	5	1800	51	96	108																																																						5	Unique Weapon	61	Staff	13																				1
4068	Bane Orb	38	32	43	4	   1;2   		16						20	150	4	11968874		88200	8820		2	3	133	4	8	3	5	1800	60	74	76																																																						7	Elite Weapon	82	Wand	12																				1
3284	Cross Staff	50	44	55	4			14						1	400	1			215000	21500		2	1	63	1	4	1	3	1800	51	107	119																																																						1	Normal Weapon	21	Staff	11																				1
3285	Novablaze Staff	53	47	58	4			14						1	300	2	16750848		258000	25800		2	2	76	2	6	2	4	1800	51	111	123																																																						3	Rare Weapon	41	Staff	12																				1
3286	Unstable Sage Staff	55	49	60	4			14						1	150	3	10503406		301000	30100		2	3	88	4	8	3	5	1800	51	115	127																																																						5	Unique Weapon	61	Staff	13																				1
4076	Splash Kataria	38	32	43	2	3		18						20	150	4	11968874		88200	8820		2	3	146	4	8	3	5	1500	65	55	66																																																						7	Elite Weapon	84	Kataria	12																				1
3287	Mantis Staff	58	52	63	4			14						1	400	1			259000	25900		2	1	63	1	4	1	3	1800	51	128	140																																																						1	Normal Weapon	21	Staff	12																				1
3288	Soulbind Staff	61	55	66	4			14						1	300	2	16750848		310800	31080		2	2	76	2	6	2	4	1800	51	132	144																																																						3	Rare Weapon	41	Staff	13																				1
3289	Oldfamilia Staff	63	57	68	4			14						1	150	3	10503406		362600	36260		2	3	88	4	8	3	5	1800	51	136	148																																																						5	Unique Weapon	61	Staff	14																				1
4084	Mystic Chakram	38	32	43	4	3		19						20	150	4	11968874		88200	8820		2	3	128	4	8	3	5	1700	57	75	81																																																						7	Elite Weapon	85	Chakram	12																				1
3290	Clump Staff	66	60	71	4			14						1	400	1			319000	31900		2	1	63	1	4	1	3	1800	51	150	162																																																						1	Normal Weapon	21	Staff	13																				1
3291	Bloodbine Staff	69	63	74	4			14						1	300	2	16750848		382800	38280		2	2	76	2	6	2	4	1800	51	154	166																																																						3	Rare Weapon	41	Staff	14																				1
3292	Dark Pedigree Staff	71	65	76	4			14						1	150	3	10503406		446600	44660		2	3	88	4	8	3	5	1800	51	158	170																																																						5	Unique Weapon	61	Staff	15																				1
4003	Bounce Falchion	29	23	34	1			0						20	150	4	11968874		29400	2940		1	3	158	4	8	3	5	150	71	50	52																																																						7	Elite Weapon	71	One-Handed Sword	12																				1
3293	Funeral Staff	74	68	79	4			14						1	400	1			435000	43500		2	1	63	1	4	1	3	1800	51	170	182																																																						1	Normal Weapon	21	Staff	13																				1
3294	Vicious Vision Staff	76	70	81	4			14						1	300	2	16750848		522000	52200		2	2	76	2	6	2	4	1800	51	174	186																																																						3	Rare Weapon	41	Staff	14																				1
3295	Brutal Judge Staff	78	72	83	4			14						1	150	3	10503406		609000	60900		2	3	88	4	8	3	5	1800	51	178	190																																																						5	Unique Weapon	61	Staff	15																				1
4011	Infernocall Tomahawk	29	23	34	1			1						20	150	4	11968874		29400	2940		1	3	146	4	8	3	5	150	65	51	58																																																						7	Elite Weapon	72	One-Handed Axe	12																				1
5244	Realm Gaurdian's Staff	85	79	90	4			14						1	150	3	10503406		693000	69300		2	3	88	4	8	3	5	1800	51	200	212																																																						5	Unique Weapon	61	Staff	15																				1
4019	Arcadian Maul	29	23	34	1			2						20	150	4	11968874		29400	2940		1	3	133	4	8	3	5	150	60	52	64																																																						7	Elite Weapon	73	One-Handed Blunt	12																				1
5056	Chaos Abyss Staff	92	84	94	4			14						20	50	3	11968874		693000	69300		2	3	113	4	8	3	5	1800	51	233	245																																																						7	Unique Weapon	81	Staff	16																				1
9	Glass Wand	1	1	6	4	   1;2   		16						1	400	1			30	15		2	1	74	1	4	1	3	1800	60	14	16																																																						1	Normal Weapon	22	Wand	8																				1
559	Shining Wand	1	1	6	4	   1;2   		16						1	400	1	16750848		800	80		2	2	74	2	6	2	4	1800	60	18	20																																																						3	Rare Weapon	42	Wand	9																				1
14	Crystal Wand	5	1	10	4	   1;2   		16						1	400	1			2000	200		2	1	74	1	4	1	3	1800	60	22	24																																																						1	Normal Weapon	22	Wand	8																				1
498	Cat's Eye Wand	8	2	13	4	   1;2   		16						1	400	1	16750848		2400	240		2	2	74	2	6	2	4	1800	60	26	28																																																						3	Rare Weapon	42	Wand	9																				1
1957	Shadow Orb	11	5	16	4	   1;2   		16						1	150	3	10503406		2800	280		2	3	104	4	8	3	5	1800	60	30	32																																																						5	Unique Weapon	62	Wand	10																				1
4027	Battle Bastard Sword	29	23	34	1			4						20	150	4	11968874		29400	2940		2	3	124	4	8	3	5	150	56	53	70																																																						7	Elite Weapon	75	Two-Handed Sword	12																				1
24	Bone Wand	14	8	19	4	   1;2   		16						1	400	1			6000	600		2	1	74	1	4	1	3	1800	60	32	34																																																						1	Normal Weapon	22	Wand	9																				1
1958	Elysium Wand	17	11	22	4	   1;2   		16						1	300	2	16750848		7200	720		2	2	89	2	6	2	4	1800	60	36	38																																																						3	Rare Weapon	42	Wand	10																				1
1959	Darkhand Orb	20	14	25	4	   1;2   		16						1	150	3	10503406		8400	840		2	3	104	4	8	3	5	1800	60	40	42																																																						5	Unique Weapon	62	Wand	11																				1
4035	Dark Scythe	29	23	34	1			8						20	150	4	11968874		29400	2940		2	3	122	4	8	3	5	150	55	51	74																																																						7	Elite Weapon	74	Two-Handed Halberd	12																				1
38	Dark Wand	23	17	28	4	   1;2   		16						1	400	1			21000	2100		2	1	74	1	4	1	3	1800	60	45	47																																																						1	Normal Weapon	22	Wand	10																				1
561	Demoneye Wand	26	20	31	4	   1;2   		16						1	300	2	16750848		25200	2520		2	2	89	2	6	2	4	1800	60	49	51																																																						3	Rare Weapon	42	Wand	11																				1
2219	Farnation Wand	29	23	34	4	   1;2   		16						1	150	3	10503406		29400	2940		2	3	104	4	8	3	5	1800	60	53	55																																																						5	Unique Weapon	62	Wand	12																				1
4043	Burning Bow	29	23	34	2			10						20	150	4	11968874		29400	2940		2	3	167	4	8	3	5	2100	75	43	45																																																						7	Elite Weapon	78	Bow	12																				1
557	Sage Wand	32	26	37	4	   1;2   		16						1	400	1			63000	6300		2	1	74	1	4	1	3	1800	60	61	63																																																						1	Normal Weapon	22	Wand	10																				1
1961	Sky Wand	35	29	40	4	   1;2   		16						1	300	2	16750848		75600	7560		2	2	89	2	6	2	4	1800	60	65	67																																																						3	Rare Weapon	42	Wand	11																				1
1962	Bane Orb	38	32	43	4	   1;2   		16						1	150	3	10503406		88200	8820		2	3	104	4	8	3	5	1800	60	69	71																																																						5	Unique Weapon	62	Wand	12																				1
4051	Lost Horn Crossbow	29	23	34	2	   1;2   		11						20	150	4	11968874		29400	2940		2	3	149	4	8	3	5	2000	67	45	52																																																						7	Elite Weapon	79	Crossbow	12																				1
558	Diamond Wand	41	35	46	4	   1;2   		16						1	400	1			160000	16000		2	1	74	1	4	1	3	1800	60	78	80																																																						1	Normal Weapon	22	Wand	11																				1
1963	Dragonheart Wand	44	38	49	4	   1;2   		16						1	300	2	16750848		192000	19200		2	2	89	2	6	2	4	1800	60	82	84																																																						3	Rare Weapon	42	Wand	12																				1
1964	Disguiser Orb	47	41	52	4	   1;2   		16						1	150	3	10503406		224000	22400		2	3	104	4	8	3	5	1800	60	86	88																																																						5	Unique Weapon	62	Wand	13																				1
4059	Terra Staff	29	23	34	4			14						20	150	4	11968874		29400	2940		2	3	113	4	8	3	5	1800	51	62	74																																																						7	Elite Weapon	81	Staff	12																				1
3296	Stardust Wand	50	44	55	4	   1;2   		16						1	400	1			215000	21500		2	1	74	1	4	1	3	1800	60	94	96																																																						1	Normal Weapon	22	Wand	11																				1
3297	Odd Oath Wand	53	47	58	4	   1;2   		16						1	300	2	16750848		258000	25800		2	2	89	2	6	2	4	1800	60	98	150																																																						3	Rare Weapon	42	Wand	12																				1
3298	Blindpower Wand	55	49	60	4	   1;2   		16						1	150	3	10503406		301000	30100		2	3	104	4	8	3	5	1800	60	102	104																																																						5	Unique Weapon	62	Wand	13																				1
4067	Farnation Wand	29	23	34	4	   1;2   		16						20	150	4	11968874		29400	2940		2	3	133	4	8	3	5	1800	60	58	60																																																						7	Elite Weapon	82	Wand	12																				1
3299	Comet Wand	58	52	63	4	   1;2   		16						1	400	1			259000	25900		2	1	74	1	4	1	3	1800	60	112	114																																																						1	Normal Weapon	22	Wand	12																				1
3301	Loopeye Wand	61	55	66	4	   1;2   		16						1	300	2	16750848		310800	31080		2	2	89	2	6	2	4	1800	60	116	118																																																						3	Rare Weapon	42	Wand	13																				1
3302	Phantomthriller Wand	63	57	68	4	   1;2   		16						1	150	3	10503406		362600	36260		2	3	104	4	8	3	5	1800	60	120	122																																																						5	Unique Weapon	62	Wand	14																				1
4075	Luna Kataria	29	23	34	2	3		18						20	150	4	11968874		29400	2940		2	3	146	4	8	3	5	1500	65	43	55																																																						7	Elite Weapon	84	Kataria	12																				1
3303	Solar Wand	66	60	71	4	   1;2   		16						1	400	1			319000	31900		2	1	74	1	4	1	3	1800	60	131	133																																																						1	Normal Weapon	22	Wand	13																				1
3304	Altarlight Wand	69	63	74	4	   1;2   		16						1	300	2	16750848		382800	38280		2	2	89	2	6	2	4	1800	60	135	137																																																						3	Rare Weapon	42	Wand	14																				1
3305	Mortal Ceremony Wand	71	65	76	4	   1;2   		16						1	150	3	10503406		446600	44660		2	3	104	4	8	3	5	1800	60	139	141																																																						5	Unique Weapon	62	Wand	15																				1
4083	Darkwing Chakram	29	23	34	4	3		19						20	150	4	11968874		29400	2940		2	3	128	4	8	3	5	1700	57	58	65																																																						7	Elite Weapon	85	Chakram	12																				1
3306	Pioneer Wand	74	68	79	4	   1;2   		16						1	400	1			435000	43500		2	1	74	1	4	1	3	1800	60	148	150																																																						1	Normal Weapon	22	Wand	13																				1
3307	Duskbring Wand	76	70	81	4	   1;2   		16						1	300	2	16750848		522000	52200		2	2	89	2	6	2	4	1800	60	152	154																																																						3	Rare Weapon	42	Wand	14																				1
3308	Spelleater Wand	78	72	83	4	   1;2   		16						1	150	3	10503406		609000	60900		2	3	104	4	8	3	5	1800	60	156	158																																																						5	Unique Weapon	62	Wand	15																				1
4002	Burning Butcher Scimitar	20	14	25	1			0						20	150	4	11968874		8400	840		1	3	158	4	8	3	5	150	71	39	41																																																						7	Elite Weapon	71	One-Handed Sword	11																				1
5247	Demise Load's Wand	85	79	90	4	   1;2   		16						1	150	3	10503406		693000	69300		2	3	104	4	8	3	5	1800	60	174	176																																																						5	Unique Weapon	62	Wand	15																				1
4010	Saw Divider	20	14	25	1			1						20	150	4	11968874		8400	840		1	3	146	4	8	3	5	150	65	39	46																																																						7	Elite Weapon	72	One-Handed Axe	11																				1
5059	Soul Slayer Wand	92	85	95	4	   1;2   		16						20	50	3	11968874		693000	69300		2	3	133	4	8	3	5	1800	60	193	195																																																						5	Unique Weapon	82	Wand	16																				1
2727	Training Kataria	1	1	6	2	3		18						1	400	1			30	15		2	1	81	1	4	1	3	1500	65	4	16																																																						1	Normal Weapon	24	Kataria	8																				1
2728	Bronze Kataria	1	1	6	2	3		18						1	400	1	16750848		800	80		2	2	81	2	6	2	4	1500	65	9	21																																																						3	Rare Weapon	44	Kataria	9																				1
2729	Primary Kataria	5	1	10	2	3		18						1	400	1			2000	200		2	1	81	1	4	1	3	1500	65	10	21																																																						1	Normal Weapon	24	Kataria	8																				1
2730	Battle Kataria	8	2	13	2	3		18						1	400	1	16750848		2400	240		2	2	81	2	6	2	4	1500	65	15	26																																																						3	Rare Weapon	44	Kataria	9																				1
2731	Silver Kataria	11	5	16	2	3		18						1	150	3	10503406		2800	280		2	3	113	4	8	3	5	1500	65	19	30																																																						5	Unique Weapon	64	Kataria	10																				1
4018	Boundchaser Hammer	20	14	25	1			2						20	150	4	11968874		8400	840		1	3	133	4	8	3	5	150	60	39	51																																																						7	Elite Weapon	73	One-Handed Blunt	11																				1
2732	Double Kataria	14	8	19	2	3		18						1	400	1			6000	600		2	1	81	1	4	1	3	1500	65	19	31																																																						1	Normal Weapon	24	Kataria	9																				1
2733	Iron Kataria	17	11	22	2	3		18						1	300	2	16750848		7200	720		2	2	97	2	6	2	4	1500	65	24	36																																																						3	Rare Weapon	44	Kataria	10																				1
2734	Shadow Kataria	20	14	25	2	3		18						1	150	3	10503406		8400	840		2	3	113	4	8	3	5	1500	65	28	40																																																						5	Unique Weapon	64	Kataria	11																				1
4026	Lunatic Flamberge	20	14	25	1			4						20	150	4	11968874		8400	840		2	3	124	4	8	3	5	150	56	39	57																																																						7	Elite Weapon	75	Two-Handed Sword	11																				1
2735	Veteran's Kataria	23	17	28	2	3		18						1	400	1			21000	2100		2	1	81	1	4	1	3	1500	65	29	41																																																						1	Normal Weapon	24	Kataria	10																				1
2736	Darkeye Kataria	26	20	31	2	3		18						1	300	2	16750848		25200	2520		2	2	97	2	6	2	4	1500	65	34	46																																																						3	Rare Weapon	44	Kataria	11																				1
2737	Luna Kataria	29	23	34	2	3		18						1	150	3	10503406		29400	2940		2	3	113	4	8	3	5	1500	65	38	50																																																						5	Unique Weapon	64	Kataria	12																				1
4034	Cryland Bardiche	20	14	25	1			8						20	150	4	11968874		8400	840		2	3	122	4	8	3	5	150	55	37	60																																																						7	Elite Weapon	74	Two-Handed Halberd	11																				1
2738	Heavy Kataria	32	26	37	2	3		18						1	400	1			63000	6300		2	1	81	1	4	1	3	1500	65	41	52																																																						1	Normal Weapon	24	Kataria	10																				1
2739	Melting Kataria	35	29	40	2	3		18						1	300	2	16750848		75600	7560		2	2	97	2	6	2	4	1500	65	46	57																																																						3	Rare Weapon	44	Kataria	11																				1
2740	Splash Kataria	38	32	43	2	3		18						1	150	3	10503406		88200	8820		2	3	113	4	8	3	5	1500	65	50	61																																																						5	Unique Weapon	64	Kataria	12																				1
4042	Blue Eve's Bow	20	14	25	2			10						20	150	4	11968874		8400	840		2	3	167	4	8	3	5	2100	75	34	36																																																						7	Elite Weapon	78	Bow	11																				1
2741	Secret Kataria	41	35	46	2	3		18						1	400	1			160000	16000		2	1	81	1	4	1	3	1500	65	55	66																																																						1	Normal Weapon	24	Kataria	11																				1
2742	Slash Kataria	44	38	49	2	3		18						1	300	2	16750848		192000	19200		2	2	97	2	6	2	4	1500	65	60	71																																																						3	Rare Weapon	44	Kataria	12																				1
2743	Blood Kataria	47	41	52	2	3		18						1	150	3	10503406		224000	22400		2	3	113	4	8	3	5	1500	65	64	75																																																						5	Unique Weapon	64	Kataria	13																				1
4050	Rose Arbalest	20	14	25	2	   1;2   		11						20	150	4	11968874		8400	840		2	3	149	4	8	3	5	2000	67	35	42																																																						7	Elite Weapon	79	Crossbow	11																				1
3732	Excellent kataria	50	44	55	2	3		18						1	400	1			215000	21500		2	1	81	1	4	1	3	1500	65	67	79																																																						1	Normal Weapon	24	Kataria	11																				1
3733	kataria of Agony	53	47	58	2	3		18						1	300	2	16750848		258000	25800		2	2	97	2	6	2	4	1500	65	72	84																																																						3	Rare Weapon	44	Kataria	12																				1
3734	Eternal Flight Kataria	55	49	60	2	3		18						1	150	3	10503406		301000	30100		2	3	113	4	8	3	5	1500	65	76	88																																																						5	Unique Weapon	64	Kataria	13																				1
4058	Grimdivine Staff	20	14	25	4			14						20	150	4	11968874		8400	840		2	3	113	4	8	3	5	1800	51	47	58																																																						7	Elite Weapon	81	Staff	11																				1
3735	Guardian's Kataria	58	52	63	2	3		18						1	400	1			259000	25900		2	1	81	1	4	1	3	1500	65	82	94																																																						1	Normal Weapon	24	Kataria	12																				1
3736	Faith Kataria	61	55	66	2	3		18						1	300	2	16750848		310800	31080		2	2	97	2	6	2	4	1500	65	87	99																																																						3	Rare Weapon	44	Kataria	13																				1
3737	Kataria of Justice	63	57	68	2	3		18						1	150	3	10503406		362600	36260		2	3	113	4	8	3	5	1500	65	91	103																																																						5	Unique Weapon	64	Kataria	14																				1
4066	Darkhand Orb	20	14	25	4	   1;2   		16						20	150	4	11968874		8400	840		2	3	133	4	8	3	5	1800	60	45	47																																																						7	Elite Weapon	82	Wand	11																				1
3738	Specialist Kataria	66	60	71	2	3		18						1	400	1			319000	31900		2	1	81	1	4	1	3	1500	65	97	109																																																						1	Normal Weapon	24	Kataria	13																				1
3739	Fatal Chakram	69	63	74	2	3		18						1	300	2	16750848		382800	38280		2	2	97	2	6	2	4	1500	65	102	114																																																						3	Rare Weapon	44	Kataria	14																				1
3740	Gaia Empress Kataria	71	65	76	2	3		18						1	150	3	10503406		446600	44660		2	3	113	4	8	3	5	1500	65	106	118																																																						5	Unique Weapon	64	Kataria	15																				1
4074	Shadow Kataria	20	14	25	2	3		18						20	150	4	11968874		8400	840		2	3	146	4	8	3	5	1500	65	33	45																																																						7	Elite Weapon	84	Kataria	11																				1
3741	Crystal Kataria	74	68	79	2	3		18						1	400	1			435000	43500		2	1	81	1	4	1	3	1500	65	110	121																																																						1	Normal Weapon	24	Kataria	13																				1
3742	Adamantine Kataria	76	70	81	2	3		18						1	300	2	16750848		522000	52200		2	2	97	2	6	2	4	1500	65	115	126																																																						3	Rare Weapon	44	Kataria	14																				1
3743	Astral Buster Kataria	78	72	83	2	3		18						1	150	3	10503406		609000	60900		2	3	113	4	8	3	5	1500	65	119	130																																																						5	Unique Weapon	64	Kataria	15																				1
4082	Shade Chakram	20	14	25	4	3		19						20	150	4	11968874		8400	840		2	3	128	4	8	3	5	1700	57	45	51																																																						7	Elite Weapon	85	Chakram	11																				1
5250	Leviathan Katariya	85	79	90	2	3		18						1	150	3	10503406		693000	69300		2	3	113	4	8	3	5	1500	65	134	145																																																						5	Unique Weapon	64	Kataria	15																				1
4001	Cruel Kris	11	5	16	1			0						20	150	4	11968874		2800	280		1	3	158	4	8	3	5	150	71	30	32																																																						7	Elite Weapon	71	One-Handed Sword	10																				1
5062	Dawn Kataria	92	86	95	2	3		18						20	50	3	11968874		693000	69300		2	3	146	4	8	3	5	1500	65	179	190																																																						5	Unique Weapon	64	Kataria	16																				1
2711	Training Chakram	1	1	6	4	3		19						1	400	1			30	15		2	1	71	1	4	1	3	1700	57	13	19																																																						1	Normal Weapon	25	Chakram	8																				1
2712	Single Chakram	1	1	6	4	3		19						1	400	1	16750848		800	80		2	2	71	2	6	2	4	1700	57	17	23																																																						3	Rare Weapon	45	Chakram	9																				1
2713	Beginner Chakram	5	1	10	4	3		19						1	400	1			2000	200		2	1	71	1	4	1	3	1700	57	21	27																																																						1	Normal Weapon	25	Chakram	8																				1
2714	Bone Chakram	8	2	13	4	3		19						1	400	1	16750848		2400	240		2	2	71	2	6	2	4	1700	57	25	31																																																						3	Rare Weapon	45	Chakram	9																				1
2715	Sunset Chakram	11	5	16	4	3		19						1	150	3	10503406		2800	280		2	3	99	4	8	3	5	1700	57	29	35																																																						5	Unique Weapon	65	Chakram	10																				1
4009	Krimbelt Axe	11	5	16	1			1						20	150	4	11968874		2800	280		1	3	146	4	8	3	5	150	65	29	36																																																						7	Elite Weapon	72	One-Handed Axe	10																				1
2716	Battle Chakram	14	8	19	4	3		19						1	400	1			6000	600		2	1	71	1	4	1	3	1700	57	32	38																																																						1	Normal Weapon	25	Chakram	9																				1
2717	Dusk Chakram	17	11	22	4	3		19						1	300	2	16750848		7200	720		2	2	85	2	6	2	4	1700	57	36	42																																																						3	Rare Weapon	45	Chakram	10																				1
2718	Shade Chakram	20	14	25	4	3		19						1	150	3	10503406		8400	840		2	3	99	4	8	3	5	1700	57	40	46																																																						5	Unique Weapon	65	Chakram	11																				1
4017	Cruel Battle Club	11	5	16	1			2						20	150	4	11968874		2800	280		1	3	133	4	8	3	5	150	60	29	41																																																						7	Elite Weapon	73	One-Handed Blunt	10																				1
2719	Cross Chakram	23	17	28	4	3		19						1	400	1			21000	2100		2	1	71	1	4	1	3	1700	57	45	52																																																						1	Normal Weapon	25	Chakram	10																				1
2720	Bulwark Chakram	26	20	31	4	3		19						1	300	2	16750848		25200	2520		2	2	85	2	6	2	4	1700	57	49	56																																																						3	Rare Weapon	45	Chakram	11																				1
2721	Darkwing Chakram	29	23	34	4	3		19						1	150	3	10503406		29400	2940		2	3	99	4	8	3	5	1700	57	53	60																																																						5	Unique Weapon	65	Chakram	12																				1
4025	Crimson Bastard Sword	11	5	16	1			4						20	150	4	11968874		2800	280		2	3	124	4	8	3	5	150	56	28	45																																																						7	Elite Weapon	75	Two-Handed Sword	10																				1
2722	Veteran's Chakram	32	26	37	4	3		19						1	400	1			63000	6300		2	1	71	1	4	1	3	1700	57	62	68																																																						1	Normal Weapon	25	Chakram	10																				1
2723	Lunatic Chakram	35	29	40	4	3		19						1	300	2	16750848		75600	7560		2	2	85	2	6	2	4	1700	57	66	72																																																						3	Rare Weapon	45	Chakram	11																				1
2724	Mystic Chakram	38	32	43	4	3		19						1	150	3	10503406		88200	8820		2	3	99	4	8	3	5	1700	57	70	76																																																						5	Unique Weapon	65	Chakram	12																				1
4033	Celestial Scythe	11	5	16	1			8						20	150	4	11968874		2800	280		2	3	122	4	8	3	5	150	55	25	48																																																						7	Elite Weapon	74	Two-Handed Halberd	10																				1
2725	Dancing Chakram	41	35	46	4	3		19						1	400	1			160000	16000		2	1	71	1	4	1	3	1700	57	80	86																																																						1	Normal Weapon	25	Chakram	11																				1
2726	Supreme Chakram	44	38	49	4	3		19						1	300	2	16750848		192000	19200		2	2	85	2	6	2	4	1700	57	84	90																																																						3	Rare Weapon	45	Chakram	12																				1
2990	Spectral Chakram	47	41	52	4	3		19						1	150	3	10503406		224000	22400		2	3	99	4	8	3	5	1700	57	88	94																																																						5	Unique Weapon	65	Chakram	13																				1
4041	Spectrum Bow	11	5	16	2			10						20	150	4	11968874		2800	280		2	3	167	4	8	3	5	2100	75	26	28																																																						7	Elite Weapon	78	Bow	10																				1
3744	Rising Chakram	50	44	55	4	3		19						1	400	1			215000	21500		2	1	71	1	4	1	3	1700	57	97	103																																																						1	Normal Weapon	25	Chakram	11																				1
3745	Ruby Hand Chakram	53	47	58	4	3		19						1	300	2	16750848		258000	25800		2	2	85	2	6	2	4	1700	57	101	107																																																						3	Rare Weapon	45	Chakram	12																				1
3746	Soul Bringer Chakram	55	49	60	4	3		19						1	150	3	10503406		301000	30100		2	3	99	4	8	3	5	1700	57	105	111																																																						5	Unique Weapon	65	Chakram	13																				1
4049	Guardian Crossbow	11	5	16	2	   1;2   		11						20	150	4	11968874		2800	280		2	3	149	4	8	3	5	2000	67	26	33																																																						7	Elite Weapon	79	Crossbow	10																				1
3747	Fable Chakram	58	52	63	4	3		19						1	400	1			259000	25900		2	1	71	1	4	1	3	1700	57	116	122																																																						1	Normal Weapon	25	Chakram	12																				1
3748	Sacram Chakram	61	55	66	4	3		19						1	300	2	16750848		310800	31080		2	2	85	2	6	2	4	1700	57	120	126																																																						3	Rare Weapon	45	Chakram	13																				1
3749	Rumbleline Chakram	63	57	68	4	3		19						1	150	3	10503406		362600	36260		2	3	99	4	8	3	5	1700	57	124	130																																																						5	Unique Weapon	65	Chakram	14																				1
4057	Wizardry Staff	11	5	16	4			14						20	150	4	11968874		2800	280		2	3	113	4	8	3	5	1800	51	35	47																																																						7	Elite Weapon	81	Staff	10																				1
