GroupName	Name	MaxMobCount	Spawntime	MobTID	MobName	MobLV	Rate	MobAITID	AI이름
sil19	sil19_2	6	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_3	5	30000	853	습격 브란	54	100000	8531	습격 브란
sil19	sil19_4	4	30000	854	듀리븐 서처	54	100000	8542	듀리븐 서처
sil19	sil19_5	4	30000	853	습격 브란	54	100000	8531	습격 브란
sil19	sil19_6	6	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_7	4	30000	854	듀리븐 서처	54	100000	8540	듀리븐 서처
sil19	sil19_8	4	30000	854	듀리븐 서처	54	100000	8541	듀리븐 서처
sil19	sil19_9	3	30000	853	습격 브란	54	100000	8532	습격 브란
sil19	sil19_10	4	30000	855	로바톰	55	100000	8551	로바톰
sil19	sil19_11	4	30000	853	습격 브란	54	100000	8532	습격 브란
sil19	sil19_12	6	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_13	7	30000	856	레드플랙 경비병	55	100000	8561	레드플랙 경비병
sil19	sil19_14	4	30000	854	듀리븐 서처	54	100000	8540	듀리븐 서처
sil19	sil19_15	4	30000	854	듀리븐 서처	54	100000	8541	듀리븐 서처
sil19	sil19_16	6	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_17	6	30000	853	습격 브란	54	100000	8532	습격 브란
sil19	sil19_18	7	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_19	5	18500	746	라미아 마법사	55	100000	7460	라미아 마법사
sil19	sil19_20	4	30000	855	로바톰	55	100000	8551	로바톰
sil19	sil19_21	5	18250	853	습격 브란	54	100000	8530	습격 브란
sil19	sil19_22	4	30000	854	듀리븐 서처	54	100000	8541	듀리븐 서처
sil19	sil19_23	5	30000	746	라미아 마법사	55	100000	7462	라미아 마법사
sil19	sil19_24	4	30000	855	로바톰	55	100000	8551	로바톰
sil19	sil19_25	7	18250	853	습격 브란	54	100000	8530	습격 브란
sil19	sil19_26	8	30000	739	파이어 구울	54	100000	7391	파이어 구울
sil19	sil19_27	7	30000	856	레드플랙 경비병	55	100000	8562	레드플랙 경비병
sil19	sil19_28	4	30000	855	로바톰	55	100000	8550	로바톰
sil19	sil19_29	5	30000	746	라미아 마법사	55	100000	7461	라미아 마법사
sil19	sil19_30	4	30000	855	로바톰	55	100000	8551	로바톰
sil19	sil19_31	4	30000	739	파이어 구울	54	100000	7392	파이어 구울
sil19	sil19_32	5	18500	856	레드플랙 경비병	55	100000	8560	레드플랙 경비병
sil19	sil19_33	6	30000	856	레드플랙 경비병	55	100000	8561	레드플랙 경비병
sil19	sil19_34	4	30000	853	습격 브란	54	100000	8531	습격 브란
sil19	sil19_35	4	30000	746	라미아 마법사	55	100000	7461	라미아 마법사
sil20	sil20_1	5	30000	740	에인션트 구울	56	100000	7401	에인션트 구울
sil20	sil20_2	5	18750	816	영 호크애로우	56	100000	8160	영 호크애로우
sil20	sil20_3	9	30000	857	레드플랙 습격병	56	100000	8571	레드플랙 습격병
sil20	sil20_4	7	30000	712	골렘	57	100000	7122	골렘
sil20	sil20_5	7	30000	816	영 호크애로우	56	100000	8162	영 호크애로우
sil20	sil20_6	6	30000	712	골렘	57	100000	7121	골렘
sil20	sil20_7	6	30000	741	빅베놈 구울	57	100000	7412	빅베놈 구울
sil20	sil20_8	7	18750	857	레드플랙 습격병	56	100000	8570	레드플랙 습격병
sil20	sil20_9	6	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil20	sil20_10	7	30000	857	레드플랙 습격병	56	100000	8571	레드플랙 습격병
sil20	sil20_11	7	30000	816	영 호크애로우	56	100000	8161	영 호크애로우
sil20	sil20_12	6	30000	740	에인션트 구울	56	100000	7402	에인션트 구울
sil20	sil20_13	6	30000	816	영 호크애로우	56	100000	8161	영 호크애로우
sil20	sil20_14	5	30000	740	에인션트 구울	56	100000	7402	에인션트 구울
sil20	sil20_15	6	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil20	sil20_16	6	19000	712	골렘	57	100000	7120	골렘
sil20	sil20_17	5	30000	816	영 호크애로우	56	100000	8162	영 호크애로우
sil21	sil21_1	6	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil21	sil21_2	6	30000	861	소드 투르카벤	59	100000	8612	소드 투르카벤
sil21	sil21_3	7	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil21	sil21_4	8	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil21	sil21_5	7	19500	862	트랜콥스 씬	59	100000	8620	트랜콥스 씬
sil21	sil21_6	7	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil21	sil21_7	7	19250	826	와일드 호크애로우	58	100000	8260	와일드 호크애로우
sil21	sil21_8	8	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil21	sil21_9	8	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil21	sil21_10	9	30000	862	트랜콥스 씬	59	100000	8622	트랜콥스 씬
sil21	sil21_11	9	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil21	sil21_12	8	19500	861	소드 투르카벤	59	100000	8610	소드 투르카벤
sil21	sil21_13	9	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil21	sil21_14	8	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil21	sil21_15	8	30000	303	메탈 골렘	59	100000	3032	메탈 골렘
sil21	sil21_16	5	30000	862	트랜콥스 씬	59	100000	8622	트랜콥스 씬
sil21	sil21_17	6	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil21	sil21_18	5	19500	861	소드 투르카벤	59	100000	8610	소드 투르카벤
sil21	sil21_19	5	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil21	sil21_20	5	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil21	sil21_21	4	30000	862	트랜콥스 씬	59	100000	8622	트랜콥스 씬
sil21	sil21_22	4	19250	860	레드플랙 전투병	58	100000	8600	레드플랙 전투병
sil21	sil21_23	4	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil21	sil21_24	5	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil21	sil21_25	5	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil21	sil21_26	3	30000	862	트랜콥스 씬	59	100000	8622	트랜콥스 씬
sil21	sil21_27	4	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil22	sil22_1	8	19000	712	골렘	57	100000	7120	골렘
sil22	sil22_2	8	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil22	sil22_3	7	30000	858	레드플랙 철갑병	57	100000	8582	레드플랙 철갑병
sil22	sil22_4	9	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil22	sil22_5	7	19250	859	듀리븐 슬럭	58	100000	8590	듀리븐 슬럭
sil22	sil22_6	7	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil22	sil22_7	6	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil22	sil22_8	8	30000	712	골렘	57	100000	7121	골렘
sil22	sil22_9	6	30000	861	소드 투르카벤	59	100000	8612	소드 투르카벤
sil22	sil22_10	8	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil22	sil22_11	6	30000	858	레드플랙 철갑병	57	100000	8581	레드플랙 철갑병
sil22	sil22_12	7	19000	741	빅베놈 구울	57	100000	7410	빅베놈 구울
sil22	sil22_13	8	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil22	sil22_14	8	30000	861	소드 투르카벤	59	100000	8611	소드 투르카벤
sil22	sil22_15	7	30000	858	레드플랙 철갑병	57	100000	8582	레드플랙 철갑병
sil22	sil22_16	5	19250	860	레드플랙 전투병	58	100000	8600	레드플랙 전투병
sil22	sil22_17	8	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil22	sil22_18	6	30000	858	레드플랙 철갑병	57	100000	8582	레드플랙 철갑병
sil22	sil22_19	7	19000	741	빅베놈 구울	57	100000	7410	빅베놈 구울
sil22	sil22_20	8	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil22	sil22_21	6	30000	861	소드 투르카벤	59	100000	8611	소드 투르카벤
sil22	sil22_22	7	19500	303	메탈 골렘	59	100000	3030	메탈 골렘
sil22	sil22_23	7	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil22	sil22_24	5	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil22	sil22_25	7	30000	861	소드 투르카벤	59	100000	8611	소드 투르카벤
sil22	sil22_26	6	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil22	sil22_27	5	19500	303	메탈 골렘	59	100000	3030	메탈 골렘
sil22	sil22_28	7	30000	858	레드플랙 철갑병	57	100000	8582	레드플랙 철갑병
sil22	sil22_29	6	30000	303	메탈 골렘	59	100000	3032	메탈 골렘
sil23	sil23_1	5	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil23	sil23_2	6	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_3	6	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil23	sil23_4	6	19250	859	듀리븐 슬럭	58	100000	8590	듀리븐 슬럭
sil23	sil23_5	6	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil23	sil23_6	6	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil23	sil23_7	7	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_8	6	30000	860	레드플랙 전투병	58	100000	8602	레드플랙 전투병
sil23	sil23_9	6	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_10	6	30000	712	골렘	57	100000	7121	골렘
sil23	sil23_12	5	30000	712	골렘	57	100000	7121	골렘
sil23	sil23_13	4	19250	860	레드플랙 전투병	58	100000	8600	레드플랙 전투병
sil23	sil23_14	5	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil23	sil23_15	5	30000	826	와일드 호크애로우	58	100000	8261	와일드 호크애로우
sil23	sil23_16	6	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil23	sil23_17	6	30000	860	레드플랙 전투병	58	100000	8602	레드플랙 전투병
sil23	sil23_18	4	30000	826	와일드 호크애로우	58	100000	8262	와일드 호크애로우
sil23	sil23_19	6	19250	826	와일드 호크애로우	58	100000	8260	와일드 호크애로우
sil23	sil23_20	4	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil23	sil23_21	5	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_22	6	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil23	sil23_23	7	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_24	6	19250	826	와일드 호크애로우	58	100000	8260	와일드 호크애로우
sil23	sil23_25	3	19250	859	듀리븐 슬럭	58	100000	8590	듀리븐 슬럭
sil23	sil23_26	5	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil23	sil23_27	5	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil23	sil23_28	6	19250	826	와일드 호크애로우	58	100000	8260	와일드 호크애로우
sil23	sil23_29	5	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil23	sil23_30	5	19250	860	레드플랙 전투병	58	100000	8600	레드플랙 전투병
sil23	sil23_31	4	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil23	sil23_32	5	30000	826	와일드 호크애로우	58	100000	8262	와일드 호크애로우
sil23	sil23_33	4	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil24	sil24_1	5	32000	900	카산드라	56	100000	9003	카산드라
sil24	sil24_2	5	32200	901	길로틴	57	100000	9013	길로틴
sil24	sil24_3	4	32000	900	카산드라	56	100000	9003	카산드라
sil24	sil24_4	5	32200	901	길로틴	57	100000	9013	길로틴
sil24	sil24B_1	3	32600	904	모르타르	59	100000	9043	모르타르
sil25	sil25_1	4	30000	712	골렘	57	100000	7121	골렘
sil25	sil25_2	3	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil25	sil25_3	3	19000	858	레드플랙 철갑병	57	100000	8580	레드플랙 철갑병
sil25	sil25_4	4	30000	826	와일드 호크애로우	58	100000	8262	와일드 호크애로우
sil25	sil25_5	4	30000	712	골렘	57	100000	7122	골렘
sil25	sil25_6	4	30000	858	레드플랙 철갑병	57	100000	8581	레드플랙 철갑병
sil25	sil25_7	4	30000	741	빅베놈 구울	57	100000	7411	빅베놈 구울
sil25	sil25_8	6	30000	859	듀리븐 슬럭	58	100000	8592	듀리븐 슬럭
sil25	sil25_9	5	19250	826	와일드 호크애로우	58	100000	8260	와일드 호크애로우
sil25	sil25_10	5	30000	741	빅베놈 구울	57	100000	7412	빅베놈 구울
sil25	sil25_11	6	30000	712	골렘	57	100000	7121	골렘
sil25	sil25_12	4	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil25	sil25_13	5	30000	712	골렘	57	100000	7122	골렘
sil25	sil25_14	6	30000	826	와일드 호크애로우	58	100000	8262	와일드 호크애로우
sil25	sil25_15	6	30000	859	듀리븐 슬럭	58	100000	8591	듀리븐 슬럭
sil25	sil25_16	5	19000	741	빅베놈 구울	57	100000	7410	빅베놈 구울
sil25	sil25_17	6	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil25	sil25_18	3	19500	303	메탈 골렘	59	100000	3030	메탈 골렘
sil25	sil25_19	5	30000	858	레드플랙 철갑병	57	100000	8582	레드플랙 철갑병
sil25	sil25_20	6	30000	861	소드 투르카벤	59	100000	8611	소드 투르카벤
sil25	sil25_21	6	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil25	sil25_22	6	30000	303	메탈 골렘	59	100000	3032	메탈 골렘
sil25	sil25_23	5	30000	860	레드플랙 전투병	58	100000	8601	레드플랙 전투병
sil25	sil25_24	8	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil25	sil25_25	6	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil25	sil25_26	6	19500	861	소드 투르카벤	59	100000	8610	소드 투르카벤
sil25	sil25_27	7	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil25	sil25_28	6	30000	828	블랙 호크애로우	60	100000	8281	블랙 호크애로우
sil25	sil25_29	6	30000	833	에우리알레 학살자	60	100000	8331	에우리알레 학살자
sil25	sil25_30	5	19500	862	트랜콥스 씬	59	100000	8620	트랜콥스 씬
sil25	sil25_31	6	30000	833	에우리알레 학살자	60	100000	8331	에우리알레 학살자
sil25	sil25_32	5	30000	828	블랙 호크애로우	60	100000	8282	블랙 호크애로우
sil25	sil25_33	5	19750	863	듀리븐 폴른	60	100000	8630	듀리븐 폴른
sil25	sil25_34	6	30000	863	듀리븐 폴른	60	100000	8631	듀리븐 폴른
sil25	sil25_35	4	30000	861	소드 투르카벤	59	100000	8612	소드 투르카벤
sil25	sil25_36	5	30000	833	에우리알레 학살자	60	100000	8331	에우리알레 학살자
sil25	sil25_37	4	19750	828	블랙 호크애로우	60	100000	8280	블랙 호크애로우
sil25	sil25_38	6	30000	833	에우리알레 학살자	60	100000	8331	에우리알레 학살자
sil25	sil25_39	6	30000	863	듀리븐 폴른	60	100000	8632	듀리븐 폴른
sil25	sil25_40	6	30000	828	블랙 호크애로우	60	100000	8281	블랙 호크애로우
sil25	sil25_41	5	30000	833	에우리알레 학살자	60	100000	8332	에우리알레 학살자
sil25	sil25_42	4	30000	863	듀리븐 폴른	60	100000	8631	듀리븐 폴른
sil25	sil25_43	4	30000	833	에우리알레 학살자	60	100000	8332	에우리알레 학살자
sil25	sil25_44	4	30000	862	트랜콥스 씬	59	100000	8621	트랜콥스 씬
sil25	sil25_45	4	30000	303	메탈 골렘	59	100000	3031	메탈 골렘
sil25	sil25_46	3	30000	833	에우리알레 학살자	60	100000	8331	에우리알레 학살자
na001	na001_1	3	30000	754	모벳 키드	41	100000	7541	모벳 키드
na001	na001_2	3	30000	754	모벳 키드	41	100000	7541	모벳 키드
na001	na001_3	3	15000	754	모벳 키드	41	100000	7540	모벳 키드
na001	na001_4	3	15000	754	모벳 키드	41	100000	7540	모벳 키드
na001	na001_5	3	30000	754	모벳 키드	41	100000	7541	모벳 키드
na002	na002_1	3	15250	316	영 고르곤	42	100000	3160	영 고르곤
na002	na002_2	3	15250	316	영 고르곤	42	100000	3160	영 고르곤
na002	na002_3	3	15250	316	영 고르곤	42	100000	3160	영 고르곤
na002	na002_4	3	30000	316	영 고르곤	42	100000	3161	영 고르곤
na002	na002_5	3	30000	316	영 고르곤	42	100000	3161	영 고르곤
na003	na003_1	3	15750	755	모벳 라지윙	44	100000	7550	모벳 라지윙
na003	na003_2	3	15750	755	모벳 라지윙	44	100000	7550	모벳 라지윙
na003	na003_3	3	15750	755	모벳 라지윙	44	100000	7550	모벳 라지윙
na003	na003_4	3	30000	755	모벳 라지윙	44	100000	7551	모벳 라지윙
na003	na003_5	3	30000	755	모벳 라지윙	44	100000	7551	모벳 라지윙
test001	test001_1	1	100000	542	실버	46	100000	5420	실버
test001	test001_2	1	100000	541	시그너스	40	100000	5410	시그너스
test001	test001_3	1	100000	461	베놈	34	100000	4610	베놈
test001	test001_4	1	100000	462	머큐리	22	100000	4620	머큐리
test001	test001_5	1	100000	463	그라디언	16	100000	4630	그라디언
test001	test001_6	1	100000	464	실피드	10	100000	4640	실피드
test001	test001_7	1	100000	613	투우가	10	100000	6130	투우가
test001	test001_8	1	100000	543	그리올리	4	100000	5430	그리올리
test001	test001_9	1	100000	468	라이트닝 트랩	43	100000	4680	라이트닝 트랩
test001	test001_0	1	100000	639	홀리 그라운드	5	100000	6390	홀리 그라운드
sum101	sum101_1	1	100000	920	보그	70	100000	9200	보그
pd001	pd001_1	2	30000	469	블러드본 솔저	45	100000	4691	블러드본 솔저
pd001	pd001_2	3	30000	544	블러드본 파이터	46	100000	5441	블러드본 파이터
pd001	pd001_3	1	16000	469	블러드본 솔저	45	100000	4690	블러드본 솔저
pd001	pd001_4	1	16000	469	블러드본 솔저	45	100000	4690	블러드본 솔저
pd001	pd001_5	2	30000	544	블러드본 파이터	46	100000	5441	블러드본 파이터
pd001	pd001_6	1	16250	545	블러드본 아처	46	100000	5450	블러드본 아처
pd001	pd001_7	1	16250	545	블러드본 아처	46	100000	5450	블러드본 아처
pd001	pd001_8	2	30000	469	블러드본 솔저	45	100000	4691	블러드본 솔저
pd001	pd001_9	2	30000	469	블러드본 솔저	45	100000	4691	블러드본 솔저
pd001	pd001_10	3	16250	544	블러드본 파이터	46	100000	5440	블러드본 파이터
pd001	pd001_11	1	30000	545	블러드본 아처	46	100000	5451	블러드본 아처
pd001	pd001_12	1	30000	545	블러드본 아처	46	100000	5451	블러드본 아처
pd001	pd001_13	1	30000	546	블러드본 데스나이트	47	100000	5461	블러드본 데스나이트
pd001	pd001_14	1	30000	546	블러드본 데스나이트	47	100000	5461	블러드본 데스나이트
pd001	pd001_15	3	16250	544	블러드본 파이터	46	100000	5440	블러드본 파이터
pd001	pd001_17	3	16500	546	블러드본 데스나이트	47	100000	5460	블러드본 데스나이트
pd001	pd001_18	1	30000	545	블러드본 아처	46	100000	5451	블러드본 아처
pd001	pd001_20	3	16500	546	블러드본 데스나이트	47	100000	5460	블러드본 데스나이트
pd001	pd001_21	3	16500	546	블러드본 데스나이트	47	100000	5460	블러드본 데스나이트
pd001	pd001_22	2	30000	548	블러드본 위자드	48	100000	5481	블러드본 위자드
pd001	pd001_23	2	16750	548	블러드본 위자드	48	100000	5480	블러드본 위자드
pd001	pd001_24	3	30000	546	블러드본 데스나이트	47	100000	5461	블러드본 데스나이트
pd001	pd001_25	2	16750	548	블러드본 위자드	48	100000	5480	블러드본 위자드
pd001	pd001_26	4	30000	548	블러드본 위자드	48	100000	5481	블러드본 위자드
pd002	pd002_1	2	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_2	1	16500	551	세이버 루핀	47	100000	5510	세이버 루핀
pd002	pd002_3	1	16500	551	세이버 루핀	47	100000	5510	세이버 루핀
pd002	pd002_4	2	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_5	2	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_6	3	30000	552	하울링 루핀	48	100000	5521	하울링 루핀
pd002	pd002_7	2	16750	552	하울링 루핀	48	100000	5520	하울링 루핀
pd002	pd002_8	4	30000	552	하울링 루핀	48	100000	5521	하울링 루핀
pd002	pd002_9	2	16500	551	세이버 루핀	47	100000	5510	세이버 루핀
pd002	pd002_10	1	30000	552	하울링 루핀	48	100000	5521	하울링 루핀
pd002	pd002_11	3	16750	552	하울링 루핀	48	100000	5520	하울링 루핀
pd002	pd002_12	3	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_13	1	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_14	2	17000	553	크래셔 루핀	49	100000	5530	크래셔 루핀
pd002	pd002_15	2	30000	553	크래셔 루핀	49	100000	5531	크래셔 루핀
pd002	pd002_17	3	30000	553	크래셔 루핀	49	100000	5531	크래셔 루핀
pd002	pd002_18	2	30000	553	크래셔 루핀	49	100000	5531	크래셔 루핀
pd002	pd002_19	2	16750	552	하울링 루핀	48	100000	5520	하울링 루핀
pd002	pd002_20	2	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd002	pd002_22	3	16750	552	하울링 루핀	48	100000	5520	하울링 루핀
pd002	pd002_23	2	30000	553	크래셔 루핀	49	100000	5531	크래셔 루핀
pd002	pd002_24	5	16750	552	하울링 루핀	48	100000	5520	하울링 루핀
pd002	pd002_25	3	17000	553	크래셔 루핀	49	100000	5530	크래셔 루핀
pd002	pd002_26	2	30000	551	세이버 루핀	47	100000	5511	세이버 루핀
pd003	pd003_1	1	16250	561	뱀파이어 노예	46	100000	5610	뱀파이어 노예
pd003	pd003_2	3	30000	562	뱀파이어 시종	47	100000	5621	뱀파이어 시종
pd003	pd003_3	1	16250	561	뱀파이어 노예	46	100000	5610	뱀파이어 노예
pd003	pd003_4	2	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_5	2	16750	564	뱀파이어 암살자	48	100000	5640	뱀파이어 암살자
pd003	pd003_6	2	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_7	1	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_8	1	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_9	3	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_10	3	30000	561	뱀파이어 노예	46	100000	5611	뱀파이어 노예
pd003	pd003_11	3	30000	561	뱀파이어 노예	46	100000	5611	뱀파이어 노예
pd003	pd003_12	2	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_13	3	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_14	3	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_15	1	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_17	1	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_18	3	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_19	1	30000	564	뱀파이어 암살자	48	100000	5641	뱀파이어 암살자
pd003	pd003_20	3	30000	565	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_21	3	30000	565	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_22	1	30000	565	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_23	1	30000	565	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_24	6	30000	565	뱀파이어 근위병	50	100000	5661	뱀파이어 근위병
pd003	pd003_25	1	17000	566	뱀파이어 호위병	49	100000	5650	뱀파이어 호위병
pd003	pd003_26	1	30000	566	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_27	1	17000	566	뱀파이어 호위병	49	100000	5650	뱀파이어 호위병
pd003	pd003_28	1	17000	566	뱀파이어 호위병	49	100000	5650	뱀파이어 호위병
pd003	pd003_29	1	30000	562	뱀파이어 호위병	49	100000	5651	뱀파이어 호위병
pd003	pd003_30	1	17000	562	뱀파이어 호위병	49	100000	5650	뱀파이어 호위병
pd003	pd003_31	1	30000	562	뱀파이어 근위병	50	100000	5661	뱀파이어 근위병
pd003	pd003_32	3	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_33	3	16750	564	뱀파이어 암살자	48	100000	5640	뱀파이어 암살자
pd003	pd003_34	3	16500	562	뱀파이어 시종	47	100000	5620	뱀파이어 시종
pd003	pd003_35	3	16750	564	뱀파이어 암살자	48	100000	5640	뱀파이어 암살자
pd003	pd003_36	3	30000	562	뱀파이어 시종	47	100000	5621	뱀파이어 시종
pd003	pd003_37	3	30000	562	뱀파이어 시종	47	100000	5621	뱀파이어 시종
pd004	pd004_1	2	30000	566	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_2	2	16500	566	다크 크러스터	47	100000	5560	다크 크러스터
pd004	pd004_3	1	30000	566	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_4	1	30000	566	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_5	2	16500	566	다크 크러스터	47	100000	5560	다크 크러스터
pd004	pd004_6	2	30000	557	아이 크러스터	48	100000	5571	아이 크러스터
pd004	pd004_7	1	16500	556	다크 크러스터	47	100000	5560	다크 크러스터
pd004	pd004_8	1	30000	557	아이 크러스터	48	100000	5571	아이 크러스터
pd004	pd004_9	1	16750	557	아이 크러스터	48	100000	5570	아이 크러스터
pd004	pd004_10	1	30000	557	아이 크러스터	48	100000	5571	아이 크러스터
pd004	pd004_11	1	16750	557	아이 크러스터	48	100000	5570	아이 크러스터
pd004	pd004_12	1	30000	557	아이 크러스터	48	100000	5571	아이 크러스터
pd004	pd004_13	2	30000	556	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_14	2	16750	557	아이 크러스터	48	100000	5570	아이 크러스터
pd004	pd004_15	2	16750	557	아이 크러스터	48	100000	5570	아이 크러스터
pd004	pd004_16	1	30000	556	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_17	3	16750	557	아이 크러스터	48	100000	5570	아이 크러스터
pd004	pd004_18	1	30000	556	다크 크러스터	47	100000	5561	다크 크러스터
pd004	pd004_19	1	30000	557	아이 크러스터	48	100000	5571	아이 크러스터
pd005	pd005_1	1	30000	559	다크 언더뱃	46	100000	5591	다크 언더뱃
pd005	pd005_2	1	30000	559	다크 언더뱃	46	100000	5591	다크 언더뱃
pd005	pd005_3	1	30000	559	다크 언더뱃	46	100000	5591	다크 언더뱃
pd005	pd005_4	1	30000	559	다크 언더뱃	46	100000	5591	다크 언더뱃
pd005	pd005_5	2	30000	560	스크림 언더뱃	47	100000	5601	스크림 언더뱃
pd005	pd005_6	2	30000	560	스크림 언더뱃	47	100000	5601	스크림 언더뱃
pd005	pd005_7	3	16500	560	스크림 언더뱃	47	100000	5600	스크림 언더뱃
pd005	pd005_8	1	30000	559	다크 언더뱃	46	100000	5591	다크 언더뱃
pd005	pd005_9	2	16250	559	다크 언더뱃	46	100000	5590	다크 언더뱃
