ProductID	ItemTID	Count	Price	SpecialFlag	Description	BuyMessage
653	7355	1	1000	New	14日内 强壮身体能力的猎人用圣诞衣. 1个)	
654	7356	1	777	New	14日内 增强所有能力的猎人用圣诞衣. 1个)	
655	7357	1	4000	New	30日内 增强所有能力的猎人用圣诞衣. 1个)	
658	7360	1	1000	New	14日内 强壮身体能力的术士用圣诞衣. 1个)	
659	7361	1	777	New	14日内 增强所有能力的术士用圣诞衣. 1个)	
660	7362	1	4000	New	30日内 增强所有能力的术士用圣诞衣. 1个)	
663	7365	1	1000	New	14日内 强壮身体能力的剑客用圣诞衣. 1个)	
664	7366	1	777	New	14日内 增强所有能力的剑客用圣诞衣. 1个)	
665	7367	1	4000	New	30日内 增强所有能力的剑客用圣诞衣. 1个)	
668	7370	1	1000	New	14日内 强壮身体能力的游侠用圣诞衣. 1个)	
669	7371	1	777	New	14日内 增强所有能力的游侠用圣诞衣. 1个)	
670	7372	1	4000	New	30日内 增强所有能力的游侠用圣诞衣. 1个)	
673	7375	1	1000	New	14日内 强壮身体能力的召唤使用圣诞衣. 1个)	
674	7376	1	777	New	14日内 增强所有能力的召唤使用圣诞衣. 1个)	
675	7377	1	4000	New	30日内 增强所有能力的召唤使用圣诞衣. 1个)	
676	7115	1	499	New	剑客用绝对者的甲衣. 大幅度强壮角色. 1个)	
677	7117	1	4000	New	延长剑客用天使的甲衣的穿戴时间! 1个)	
678	7321	1	777	New	只有剑客才能穿戴的婚纱. 强化所有能力. 1个)	
679	7322	1	4000	New	延长剑客用婚纱的穿戴时间! 1个)	
680	6478	10	10	New	小型烟火 10个)	
681	6479	10	30	New	中型烟火10个)	
682	6480	10	50	New	最高级烟火10个)	
683	6481	10	100	New	使用时出现心形效果10个)	
684	4877	1	888	New	使镶嵌在道具的镶嵌槽上的的符石和精灵石初始化両1个)	
685	7496	1	49	New	可以使宠物1天都不感到饥饿的食物 1个)	
686	7562	1	147	New	可以使宠物3天都不感到饥饿的食物 1个)	
687	7563	1	686	New	可以使宠物14天都不感到饥饿的食物 1个)	
688	7644	1	200	New	"让宠物能力更上一层楼的组合书与宠物一起放入,然后进行精制 1个)"	
689	7644	3	600	New	"让宠物能力更上一层楼的组合书与宠物一起放入,然后进行精制 3个)"	
690	7644	10	1000	New	"让宠物能力更上一层楼的组合书与宠物一起放入,然后进行精制 10个)"	
691	7716	1	500	New	1日内赋予幸运符咒的功能的同时丆珍稀道具的掉落率提高2倍両1个)	
692	7717	1	780	New	3日内赋予幸运符咒的功能的同时丆珍稀道具的掉落率提高2倍両1个)	
693	7718	1	1370	New	14日内赋予幸运符咒的功能的同时丆珍稀道具的掉落率提高2倍両1个)	
694	7624	1	599	New	拥有宠物背包.可以自动拾取的宠物.	
695	40006	1	1500	New	放入合成器可领取随机疾风系列坐骑1匹	
696	40012	1	8888	New	用于卓越首饰开洞和高级坐骑合成	
697	40004	1	888	New	放入合成机增加精灵装备属性强化卷轴成功率	
698	40001	1	200	Hot	精灵装进行合成给予1个额外属性凹槽数变为1胸甲护腿13	
699	40002	1	500	Hot	精灵装进行合成给予12个额外属性凹槽数变为12胸甲护腿14	
700	40003	1	1000	Hot	精灵装进行合成给予23个额外属性凹槽数变为23胸甲护腿26	
701	7011	1	59		物理抵抗的起源石Lv2 组合说明书	
702	7012	1	79		物理抵抗的起源石Lv3 组合说明书	
703	9003	10	99		闪电精灵系传送卷轴	
704	9004	10	199		毒精灵系传送卷轴	
705	9177	1	2000		披风的箱子	
706	9711	1	2000		戒灵的箱子	
707	11058	1	500		新手首饰礼品盒	
708	11080	99	40		小型治疗药水	
709	11081	99	100		中型治疗药水	
710	11082	99	300		大型治疗药水	
711	11256	1	4999		大理石咒文书	
712	13272	10	1000		强力的幸运说明书	
713	9808	1	388	New	30级以下角色可使用的强化效果类装备	
714	11223	1	699	New	骑士用黄色运动服成长型14天	
715	11226	1	699	New	弓箭手用黄色运动服成长型14天	
716	11229	1	699	New	法师用黄色运动服成长型14天	
717	11232	1	699	New	狂战士用黄色运动服成长型14天	
718	11235	1	699	New	猎人用黄色运动服成长型14天	
719	11238	1	699	New	术士用黄色运动服成长型14天	
720	11241	1	699	New	剑客用黄色运动服成长型14天	
721	11244	1	699	New	游侠用黄色运动服成长型14天	
722	11247	1	699	New	召唤师用黄色运动服成长型14天	
723	11250	1	699	New	龙之后裔用黄色运动服成长型14天	
724	7674	1	799	New	骑士用泳衣最强型14天	
725	7679	1	799	New	弓箭手用泳衣最强型14天	
726	7684	1	799	New	法师用泳衣最强型14天	
727	7689	1	799	New	狂战士用泳衣最强型14天	
728	7694	1	799	New	猎人用泳衣最强型14天	
729	7699	1	799	New	术士用泳衣最强型14天	
730	7704	1	799	New	剑客用泳衣最强型14天	
731	7709	1	799	New	游侠用泳衣最强型14天	
732	7714	1	799	New	召唤师用泳衣最强型14天	
733	9828	1	799	New	龙之后裔用泳衣最强型14天	
734	7291	1	799	New	骑士用燕尾服最强型14天	
735	7296	1	799	New	弓箭手用燕尾服最强型14天	
736	7301	1	799	New	法师用婚纱最强型14天	
737	7306	1	799	New	狂战士用燕尾服最强型14天	
738	7311	1	799	New	猎人用婚纱最强型14天	
739	7316	1	799	New	术士用燕尾服最强型14天	
740	7321	1	799	New	月精灵剑客用婚纱最强型14天	
741	7326	1	799	New	游侠用婚纱最强型14天	
742	7331	1	799	New	月精灵召唤使用婚纱最强型14天	
743	9813	1	799	New	龙之后裔用燕尾服最强型14天	
744	9822	1	777	New	龙之后裔用吸血鬼服最强型14天	
745	9069	1	499	New	星形橙色南瓜头骑士用1小时	
746	9070	1	499	New	月形橙色南瓜头骑士用1小时	
747	9071	1	199	New	三角形橙色南瓜头骑士用1小时	
748	9075	1	499	New	星形橙色南瓜头弓箭手用1小时	
749	9076	1	499	New	月形橙色南瓜头弓箭手用1小时	
750	9077	1	199	New	三角形橙色南瓜头弓箭手用1小时	
751	9081	1	499	New	星形橙色南瓜头法师用1小时	
752	9082	1	499	New	月形橙色南瓜头法师用1小时	
753	9083	1	199	New	三角形橙色南瓜头法师用1小时	
754	9087	1	499	New	星形橙色南瓜头狂战士用1小时	
755	9088	1	499	New	月形橙色南瓜头狂战士用1小时	
756	9089	1	199	New	三角形橙色南瓜头狂战士用1小时	
757	9093	1	499	New	星形橙色南瓜头猎人用1小时	
758	9094	1	499	New	月形橙色南瓜头猎人用1小时	
759	9095	1	199	New	三角形橙色南瓜头猎人用1小时	
760	9099	1	499	New	星形橙色南瓜头术士用1小时	
761	9100	1	499	New	月形橙色南瓜头术士用1小时	
762	9101	1	199	New	三角形橙色南瓜头术士用1小时	
763	9105	1	499	New	星形橙色南瓜头剑客用1小时	
764	9106	1	499	New	月形橙色南瓜头剑客用1小时	
765	9107	1	199	New	三角形橙色南瓜头剑客用1小时	
766	9111	1	499	New	星形橙色南瓜头游侠用1小时	
767	9112	1	499	New	月形橙色南瓜头游侠用1小时	
768	9113	1	199	New	三角形橙色南瓜头游侠用1小时	
769	9117	1	499	New	星形橙色南瓜头召唤师用1小时	
770	9118	1	499	New	月形橙色南瓜头召唤师用1小时	
771	9119	1	199	New	三角形橙色南瓜头召唤师用1小时	
772	11194	1	777	New	骑士用少年骑士服最强型14天	
773	11197	1	777	New	弓箭手用少年骑士服最强型14天	
774	11200	1	777	New	法师用少女战士服最强型14天	
775	11203	1	777	New	狂战士用少年骑士服最强型14天	
776	11206	1	777	New	猎人用少女战士服最强型14天	
777	11209	1	777	New	术士用少年骑士服最强型14天	
778	11212	1	777	New	剑客用少女战士服最强型14天	
779	11215	1	777	New	游侠用少女战士服最强型14天	
780	11218	1	777	New	召唤师用少女战士服最强型14天	
781	11221	1	777	New	龙之后裔用少年骑士服最强型14天	
782	9816	1	777	New	14日内增强所有能力的龙之后裔用圣诞衣1个	
783	13002	1	1314	New	骑士用燕尾服最强型14天	
784	13005	1	1314	New	弓箭手用燕尾服最强型14天	
785	13008	1	1314	New	法师用稀有婚纱最强型14天	
786	13011	1	1314	New	狂战士用燕尾服最强型14天	
787	13014	1	1314	New	猎人用稀有婚纱最强型14天	
788	13017	1	1314	New	术士用燕尾服最强型14天	
789	13020	1	1314	New	月精灵剑客用稀有婚纱最强型14天	
790	13023	1	1314	New	游侠用稀有婚纱最强型14天	
791	13026	1	1314	New	月精灵召唤使用稀有婚纱最强型14天	
792	13029	1	1314	New	龙之后裔用燕尾服最强型14天	
793	11531	1	777	New	骑士用熊猫服最强型14天	
794	11534	1	777	New	弓箭手用熊猫服最强型14天	
795	11537	1	777	New	法师用熊猫服最强型14天	
796	11540	1	777	New	狂战士用熊猫服最强型14天	
797	11543	1	777	New	猎人用熊猫服最强型14天	
798	11546	1	777	New	术士用熊猫服最强型14天	
799	11549	1	777	New	月精灵剑客用熊猫服最强型14天	
800	11552	1	777	New	游侠用熊猫服最强型14天	
801	11555	1	777	New	月精灵召唤使用熊猫服最强型14天	
802	11558	1	777	New	龙之后裔用熊猫服最强型14天	
803	9141	1	4499	New	披风的箱子	
804	9142	1	2999	New	戒灵的箱子	
805	12151	1	777	New	海盗服最强型<骑士-14天>	
806	12154	1	777	New	海盗服最强型<弓箭手-14天>	
807	12157	1	777	New	海盗服最强型<法师-14天>	
808	12160	1	777	New	海盗服最强型<狂战士-14天>	
809	12163	1	777	New	海盗服最强型<猎人-14天>	
810	12166	1	777	New	海盗服最强型<术士-14天>	
811	12169	1	777	New	海盗服最强型<剑客-14天>	
812	12172	1	777	New	海盗服最强型<游侠-14天>	
813	12175	1	777	New	海盗服最强型<召唤师-14天>	
814	12178	1	777	New	海盗服最强型<龙之后裔-14天>	
815	12211	1	1188	New	稀有海盗服最强型<骑士-14天>	
816	12214	1	1188	New	稀有海盗服最强型<弓箭手-14天>	
817	12217	1	1188	New	稀有海盗服最强型<法师-14天>	
818	12220	1	1188	New	稀有海盗服最强型<狂战士-14天>	
819	12223	1	1188	New	稀有海盗服最强型<猎人-14天>	
820	12226	1	1188	New	稀有海盗服最强型<术士-14天>	
821	12229	1	1188	New	稀有海盗服最强型<剑客-14天>	
822	12232	1	1188	New	稀有海盗服最强型<游侠-14天>	
823	12235	1	1188	New	稀有海盗服最强型<召唤师-14天>	
824	12238	1	1188	New	稀有海盗服最强型<龙之后裔-14天>	
