TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
494 	Mithglam	2 																																																																																																	0 											
490 	Rotingel	2 																																																																																																	0 											
491 	Talliwen	2 																																																																																																	0 											
495 	Buzz	2 																																																																																																	0 											
381 	Blacksmith	2 																																																																																																	0 											
382 	Adventurer	2 																																																																																																	0 											
892 	Van	2 																																																																																																	0 											
893 	Spuknik	2 																																																																																																	0 											
399 	Joakis	2 																																																																																																	0 											
400 	Udo	2 																																																																																																	0 											
402 	Izen	2 																																																																																																	0 											
398 	Inyang	2 																																																																																																	0 											
891 	Chvingel	2 																																																																																																	0 											
401 	Cultus	2 																																																																																																	0 											
890 	Clyff	2 																																																																																																	0 											
1973 	Chaotic Portal	2 																																																																																																	0 											
1608 	Test	2 																																																																																																	0 											
1981 	부가서비스 _npc	2 																																																																																																	0 											
1998 	Heaven's Hell Portal	2 																																																																																																	0 											
1999 	Heroic Moving NPC	2 																																																																																																	0 											
2075 	Christmas Tree	2 																																																																																																	0 											
2084 	Christmas NPC Human	2 																																																																																																	0 											
2086 	Christmas NPC Orc	2 																																																																																																	0 											
2087 	Christmas NPC MoonElf	2 																																																																																																	0 											
2085 	Christmas NPC DragonScion	2 																																																																																																	0 											
2088 	Christmas NPC Rudolf	2 																																																																																																	0 											
2013 	Optional Service NPC 2	2 																																																																																																	0 											
2112 	일본_벚꽃NPC	2 																																																																																																	0 											
2113 	ox npc	2 																																																																																																	0 											
543 	Griolli	196612 				4 	20 	14 	10 	18 		9 	2 	260 	79 	54 				2000 	7000 	26 	15 			22 	23 	36 	1500 	0 	100 	50 	50 	50 	50 	50 	50 				0 	0 	24 	26 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						2 				2 	0 		1 	1 								
613 	Tuuga	196612 				10 	34 	26 	21 	29 		17 	4 	387 	136 	117 				2000 	7000 	35 	20 			42 	44 	36 	250 	100 	0 	50 	50 	50 	50 	50 	50 				45 	49 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						1 				3 	0 		1 	1 								
464 	Silpid	196612 				10 	34 	26 	21 	29 		17 	4 	387 	136 	117 				2000 	7000 	35 	20 			42 	44 	36 	50 	50 	50 	100 	0 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	45 	49 	0 	0 	0 	0 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						3 				5 	0 		1 	1 								
463 	Gradion	196612 				22 	79 	58 	52 	65 		41 	10 	910 	309 	310 				2000 	7000 	61 	35 			93 	98 	36 	300 	50 	50 	0 	100 	50 	50 	50 	50 				0 	0 	0 	0 	100 	110 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						4 				4 	0 		1 	1 								
462 	Mercury	196612 				22 	76 	57 	51 	63 		40 	9 	910 	309 	310 				2000 	7000 	61 	35 			90 	95 	36 	330 	30 	30 	30 	30 	100 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	97 	107 	0 	0 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						5 				1 	0 		1 	1 								
461 	Venom	196612 				34 	136 	105 	94 	111 		73 	17 	2036 	540 	566 				2000 	7000 	92 	51 			159 	167 	36 	1500 	50 	50 	50 	50 	0 	100 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	170 	188 	0 	0 	0 	0 			1800 																										1 	5 	1 	3 						6 					0 		1 	2 								
541 	Cygnus	196612 				40 	181 	125 	125 	147 		95 	21 	2833 	672 	713 				2000 	7000 	109 	60 			211 	222 	36 	1500 	50 	50 	50 	50 	0 	50 	100 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	226 	250 	0 	0 			1800 																										1 	5 	1 	3 						8 					0 		1 	2 								
542 	Silver	196612 				46 	214 	157 	149 	174 		114 	26 	3775 	815 	872 				2000 	7000 	126 	71 			250 	262 	36 	1500 	50 	50 	50 	50 	0 	50 	50 	100 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	268 	296 			1800 																										1 	5 	1 	3 						7 					0 		1 	1 								
468 	Lightning Trap	196612 				43 	173 	124 	119 	142 		92 	21 	3314 	742 	791 				0 	0 	118 	65 			202 	212 	30 	500 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		0 	1 								
639 	Holy Ground	196612 				5 	21 	15 	11 	19 		9 	3 	269 	86 	62 				0 	0 	27 	16 			25 	26 	30 	0 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		0 	0 								
379 	Skeleton Warrior	196612 				56 	299 	229 	196 	242 		147 	38 	35763 	1075 	1161 				1200 	7000 	157 	89 			554 	582 	30 	200 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
380 	Big Tim	196612 				71 	421 	323 	277 	340 		207 	54 	66214 	1509 	1643 				1500 	8000 	209 	122 			779 	818 	30 	100 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
1796	Mightthesis Wing	2293764 				35 	154 	118 	100 	126 		75 	20 	12893 	561 	590 				1500 	7000 	95 	53 			289 	303 	30 	100 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
1789	Mightthesis Foot	2293764 				29 	120 	92 	77 	98 		58 	15 	8900 	438 	453 				1500 	7000 	78 	44 			226 	237 	30 	100 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
1797	Mightthesis Larva	196612 				41 	192 	147 	125 	156 		94 	25 	18190 	695 	739 				1500 	7000 	112 	62 			358 	376 	30 	100 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
1795	August	196612 				23 	89 	68 	56 	73 		43 	11 	5702 	327 	329 				1500 	7000 	63 	36 			169 	177 	30 	100 	50 	50 	50 	50 	50 	50 	50 	50 				0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																										1 	5 	1 	3 						0 					0 		1 	1 								
33 	Dark Spider	196612 	11 		5 	1 	16 	11 	7 	14 		6 	2 	136 	62 	35 				1110 	4550 	21 	12 			15 	15 	37 	180 	50 	50 	50 	50 	50 	50 	50 	50 			14 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							10 	12 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	0 		0						
450 	Green Worm	196612 	11 		5 	1 	16 	11 	7 	14 		6 	2 	136 	62 	35 				450 	3850 	21 	12 			15 	15 	32 	170 	50 	50 	50 	50 	50 	50 	50 	50 			14 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							10 	12 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
473 	Young Barrick	196612 	11 		5 	1 	16 	11 	7 	14 		6 	2 	136 	62 	35 				1300 	6850 	21 	12 			15 	15 	32 	150 	50 	50 	50 	50 	50 	50 	50 	50 			14 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							10 	12 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
14 	Giant Bat	196612 	11 		5 	2 	17 	12 	8 	15 		7 	2 	168 	66 	40 				3100 	4550 	23 	13 			17 	17 	37 	130 	50 	50 	50 	50 	50 	50 	50 	50 			27 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							11 	13 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0						
452 	Yellow Worm	196612 	11 		5 	2 	17 	12 	8 	15 		7 	2 	168 	66 	40 				450 	3850 	23 	13 			17 	17 	32 	170 	50 	50 	50 	50 	50 	50 	50 	50 			27 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							11 	13 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
504 	Ironbeak Barrick	196612 	11 		5 	2 	17 	12 	8 	15 		7 	2 	168 	66 	40 				1300 	6850 	23 	13 			17 	17 	32 	150 	50 	50 	50 	50 	50 	50 	50 	50 			27 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							11 	13 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
129 	Rock Spider	196612 	11 		5 	3 	18 	13 	9 	16 		8 	2 	184 	72 	46 				1110 	4800 	24 	14 			19 	20 	37 	180 	50 	50 	50 	50 	50 	50 	50 	50 			41 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							12 	14 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	0 		0						
10 	Deer	196612 	11 		5 	3 	18 	13 	9 	16 		8 	2 	184 	72 	46 				1500 	5000 	24 	14 			19 	20 	37 	230 	50 	50 	50 	50 	50 	50 	50 	50 			41 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							12 	14 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
777 	Red Eyeball	196612 	11 		5 	3 	18 	13 	9 	16 		8 	2 	184 	72 	46 				3000 	4500 	24 	14 			19 	20 	32 	800 	50 	50 	50 	50 	50 	50 	50 	50 			41 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							12 	14 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1						
20 	Goblin	196612 	11 		5 	4 	20 	15 	10 	18 		8 	2 	200 	79 	54 				900 	4800 	26 	15 			22 	23 	42 	150 	50 	50 	50 	50 	50 	50 	50 	50 			58 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							14 	16 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0						
31 	Giant Moth	196612 	11 		5 	4 	20 	15 	10 	18 		8 	2 	200 	79 	54 				2500 	5300 	26 	15 			22 	23 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			58 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							14 	16 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
648 	Green Mold	196612 	11 		5 	4 	20 	14 	10 	18 		8 	2 	200 	79 	54 				1000 	4500 	26 	15 			22 	23 	37 	150 	50 	50 	50 	50 	50 	50 	50 	50 			58 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							14 	16 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0						
11 	Boar	196612 	11 		5 	5 	22 	16 	11 	19 		9 	3 	207 	86 	62 				900 	5500 	27 	16 			25 	26 	37 	180 	50 	50 	50 	50 	50 	50 	50 	50 			78 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							15 	17 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
82 	Cave Bat	196612 	11 		5 	5 	21 	16 	11 	19 		9 	3 	207 	86 	62 				3100 	5000 	27 	16 			25 	26 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			78 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							15 	17 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
803 	Silk Eyeball	196612 	11 		5 	5 	21 	16 	11 	19 		9 	3 	207 	86 	62 				3000 	4500 	27 	16 			25 	26 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			78 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							15 	17 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1						
68 	Goblin Scout	196612 	11 		5 	6 	24 	18 	13 	21 		10 	3 	239 	95 	72 				900 	6200 	29 	16 			29 	30 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			103 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							16 	18 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1						
120 	Red Moth	196612 	11 		5 	6 	24 	18 	13 	21 		11 	3 	239 	95 	72 				2500 	5300 	29 	16 			29 	30 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			103 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							16 	18 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
117 	Water Viper	196612 	11 		5 	6 	24 	17 	13 	21 		11 	6 	1434 	95 	72 				1000 	4800 	29 	16 			18 	19 	37 	200 	0 	100 	50 	50 	50 	50 	50 	50 			246 	0 	0 	19 	21 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							40 	45 		1 	5 	1 	3 						2 	FFFF00	2 	1.30 	2 	2 	0 	1 	0 		0						
36 	Viper	196612 	11 		5 	6 	24 	17 	13 	21 		11 	3 	239 	95 	72 				1000 	4800 	29 	16 			29 	30 	37 	200 	50 	50 	50 	50 	50 	50 	50 	50 			103 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							16 	18 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	0 		0						
646 	Blood Cube	196612 	11 		5 	6 	24 	18 	13 	21 		11 	3 	239 	95 	72 				1000 	4500 	29 	16 			29 	30 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			103 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							16 	18 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
319 	Spinewolf	196612 	11 		5 	7 	26 	19 	14 	23 		12 	3 	233 	104 	82 				1490 	5900 	30 	17 			33 	34 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							18 	20 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	2 		0						
715 	Marylith	196612 	11 		5 	7 	26 	19 	14 	23 		12 	3 	233 	104 	82 				3000 	5000 	30 	17 			33 	34 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							18 	20 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		1						
119 	Water Viper Mage	196612 	11 		5 	7 	26 	19 	15 	23 		12 	3 	233 	104 	82 				1000 	5300 	30 	17 			33 	35 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							18 	20 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		1						
71 	Viper Warrior	196612 	11 		5 	7 	26 	19 	15 	23 		12 	3 	233 	104 	82 				1000 	5300 	30 	17 			33 	35 	42 	210 	50 	50 	50 	50 	50 	50 	50 	50 			131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							18 	20 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
471 	Gnoll Soldier	196612 	11 		5 	7 	26 	19 	15 	23 		12 	6 	1398 	104 	82 				3000 	7000 	30 	17 			21 	22 	42 	200 	50 	50 	0 	100 	50 	50 	50 	50 			316 	0 	0 	0 	0 	23 	25 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							45 	50 		1 	5 	1 	3 						4 	FFFF00	2 	1.30 	4 	0 	0 	1 	1 		0						
69 	Goblin Ranger	196612 	11 		5 	8 	29 	22 	16 	25 		13 	4 	267 	114 	93 				900 	6200 	32 	18 			36 	38 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							20 	22 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1						
323 	Young Red Spinewolf	196612 	11 		5 	8 	29 	21 	16 	25 		13 	4 	267 	114 	93 				1490 	5900 	32 	18 			36 	38 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							20 	22 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	2 		0						
89 	Crawler	196612 	11 		5 	8 	28 	21 	16 	25 		13 	3 	267 	114 	93 				400 	5000 	32 	18 			36 	37 	37 	160 	50 	50 	50 	50 	50 	50 	50 	50 			165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							20 	22 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
640 	Goblin Guard	196612 	11 		5 	8 	29 	21 	16 	25 		13 	4 	267 	114 	93 				900 	5300 	32 	18 			36 	38 	42 	160 	50 	50 	50 	50 	50 	50 	50 	50 			165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							20 	22 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0						
500 	Gnoll Warrior	196612 	11 		5 	8 	29 	21 	16 	25 		13 	4 	267 	114 	93 				3000 	7000 	32 	18 			36 	38 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			165 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							20 	22 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
275 	Goblin Chief	196612 	11 		5 	9 	39 	28 	24 	33 		19 	9 	3684 	148 	131 				750 	6300 	37 	21 			87 	91 	25 	350 	50 	50 	0 	100 	50 	50 	50 	50 			1267 	0 	0 	0 	0 	47 	51 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							84 	92 		1 	5 	1 	3 						4 	BDA66B	3 	1.50 	4 	2 	0 	1 	1 		0						
325 	Red Spinewolf	196612 	11 		5 	9 	31 	24 	18 	27 		14 	4 	276 	125 	105 				1490 	6400 	33 	19 			39 	41 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	2 		0						
118 	Water Viper Warrior	196612 	11 		5 	9 	32 	24 	18 	28 		15 	4 	276 	125 	105 				1000 	5800 	33 	19 			40 	42 	42 	230 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
72 	Viper Mage	196612 	11 		5 	9 	32 	24 	19 	28 		15 	4 	276 	125 	105 				1000 	5800 	33 	19 			40 	42 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		1						
128 	Flame Bat	196612 	11 		5 	9 	31 	23 	19 	27 		15 	8 	1656 	125 	105 				3100 	5000 	33 	19 			25 	26 	42 	130 	100 	0 	50 	50 	50 	50 	50 	50 			490 	27 	29 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							53 	58 		1 	5 	1 	3 						1 	FFFF00	2 	1.30 	3 	0 	0 	1 	1 		0						
84 	Black Crawler	196612 	11 		5 	9 	31 	23 	18 	27 		14 	4 	276 	125 	105 				400 	5000 	33 	19 			39 	41 	42 	160 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0						
501 	Gnoll Charger	196612 	11 		5 	9 	31 	23 	18 	27 		14 	4 	276 	125 	105 				3000 	6500 	33 	19 			39 	41 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
481 	Gnoll King	196612 	11 		5 	9 	39 	28 	24 	33 		19 	9 	3684 	148 	131 				3300 	8000 	37 	21 			87 	91 	25 	350 	50 	50 	0 	100 	50 	50 	50 	50 			1267 	0 	0 	0 	0 	47 	51 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							84 	92 		1 	5 	1 	3 						4 	BDA66B	3 	1.50 	4 	0 	0 	1 	1 		0						
505 	Black Barrick	196612 	11 		5 	9 	31 	23 	18 	27 		14 	4 	276 	125 	105 				1300 	7100 	33 	19 			39 	41 	42 	150 	50 	50 	50 	50 	50 	50 	50 	50 			204 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							21 	23 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
641 	Young Direwolf	196612 	11 		5 	10 	35 	27 	20 	30 		16 	4 	298 	136 	117 				1280 	5800 	35 	20 			43 	45 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			249 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							23 	25 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	2 		0						
451 	Whitedran	196612 	11 		5 	10 	35 	25 	20 	30 		16 	4 	298 	136 	117 				3940 	5300 	35 	20 			43 	45 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			249 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							23 	25 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
26 	Lizardman	196612 	11 		5 	10 	34 	25 	20 	29 		16 	4 	298 	136 	117 				1000 	5200 	35 	20 			42 	44 	37 	160 	50 	50 	50 	50 	50 	50 	50 	50 			249 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							23 	25 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
337 	Viper King	196612 	11 		5 	10 	42 	30 	26 	36 		20 	10 	4032 	160 	144 				1600 	7800 	39 	22 			94 	99 	25 	220 	0 	100 	50 	50 	50 	50 	50 	50 			1314 	0 	0 	50 	56 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							92 	100 		1 	5 	1 	3 						2 	BDA66B	3 	1.50 	2 	2 	0 	1 	1 		0						
731 	Young Vampire	196612 	11 		5 	10 	34 	25 	20 	29 		16 	4 	298 	136 	117 				1100 	4500 	35 	20 			42 	44 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			249 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							23 	25 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
714 	Young Lamia	196612 	11 		5 	11 	37 	27 	22 	32 		17 	4 	307 	148 	131 				3000 	5000 	37 	21 			45 	48 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			302 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							25 	27 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		1						
299 	Mistbuck	196612 	11 		5 	11 	37 	27 	22 	32 		17 	4 	307 	148 	131 				1500 	5000 	37 	21 			46 	48 	37 	200 	50 	50 	50 	50 	50 	50 	50 	50 			302 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							25 	27 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0						
32 	Skeleton	196612 	11 		5 	11 	36 	27 	22 	31 		17 	4 	307 	148 	131 				1660 	4800 	37 	21 			45 	47 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			302 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							25 	27 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0						
121 	Grave Skeleton	196612 	11 		5 	11 	36 	27 	22 	31 		17 	4 	307 	148 	131 				1660 	4800 	37 	21 			45 	47 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			302 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							25 	27 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0						
