TID	Title_Class	Title_Name	String TID	Require_level	Require_class_Type	Require_class_GuildMaster	Require_class_ArchLord	Require_Con	Require_Str	Require_Int	Require_Dex	Require_Wis	Require_Cha	Cost_Geld	Cost_Cash	Cost_Item_1	Cost_Item_1_Count	Cost_Item_1_Type	Cost_Item_2	Cost_Item_2_Count	Cost_Item_2_Type	Cost_Item_3	Cost_Item_3_Count	Cost_Item_3_Type	Cost_Item_4	Cost_Item_4_Count	Cost_Item_4_Type	Cost_Item_5	Cost_Item_5_Count	Cost_Item_5_Type	First_Title 1	First_Title 2	First_Title 3	First_Title 4	First_Title 5	Title_Check_1	Title_Check_1_Set	Title_Check_1_Value	Title_Check_2	Title_Check_2_Set	Title_Check_2_Value	Title_Check_3	Title_Check_3_Set	Title_Check_3_Value	Title_Check_4	Title_Check_4_Set	Title_Check_4_Value	Title_Check_5	Title_Check_5_Set	Title_Check_5_Value	Trade_Possibility	Duration	Reward_Money	Reward_Item_1	Reward_Item_2	Reward_Item_3	Reward_Item_4	Reward_Item_5	Skill_Tid_1	Skill_Tid_2	Skill_Tid_3	Skill_Tid_4	Skill_Tid_5	Skill_Tid_6	Skill_Tid_7	Skill_Tid_8	Skill_Tid_9	Skill_Tid_10	Title_Effect_1	Title_Effect_1_Set	Title_Effect_1_Value_1	Title_Effect_1_Value_2	Title_Effect_2	Title_Effect_2_Set	Title_Effect_2_Value_1	Title_Effect_2_Value_2	Title_Effect_3	Title_Effect_3_Set	Title_Effect_3_Value_1	Title_Effect_3_Value_2	Title_Effect_4	Title_Effect_4_Set	Title_Effect_4_Value_1	Title_Effect_4_Value_2	Title_Effect_5	Title_Effect_5_Set	Title_Effect_5_Value_1	Title_Effect_5_Value_2	Title_Comment
10224	Expert Collector	Expert Collector of Grave Zombies	10224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	525	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	525	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10225	Expert Collector	Expert Collector of Cave Werewolf Slaves	10225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	526	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	526	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10226	Expert Collector	Expert Collector of Cave Werewolves	10226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	527	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	527	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10227	Expert Collector	Expert Collector of Cave Werewolf Leaders	10227	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	528	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	528	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10228	Expert Collector	Expert Collector of Watchmen of the Dead	10228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	531	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10229	Expert Collector	Expert Collector of Rovers	10229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	532	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	532	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10230	Expert Collector	Expert Collector of Frenzy Zombies	10230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	535	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	535	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	Expert Collector	Expert Collector of Demon Werewolves	10231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	536	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	536	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	Expert Collector	Expert Collector of Demon Werewolf Slaves	10232	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	537	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	537	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	Expert Collector	Expert Collector of Demon Werewolf Leaders	10233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	538	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	538	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10234	Expert Collector	Expert Collector of Bloodborn Fighters	10234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	544	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	544	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10235	Expert Collector	Expert Collector of Bloodborn Archers	10235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	545	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	545	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10236	Expert Collector	Expert Collector of Bloodborn Deathknights	10236	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	546	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	546	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10237	Expert Collector	Expert Collector of Bloodborn Darkbracers	10237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	547	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	547	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10238	Expert Collector	Expert Collector of Bloodborn Wizards	10238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	548	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	548	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10239	Expert Collector	Expert Collector of Bloodborn Shamans	10239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	549	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	549	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10240	Expert Collector	Expert Collector of Reckleses	10240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	550	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	550	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	Expert Collector	Expert Collector of Sabre Lupins	10241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	551	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	551	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	Expert Collector	Expert Collector of Howling Lupins	10242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	552	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	552	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	Expert Collector	Expert Collector of Crasher Lupins	10243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	553	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	553	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	Expert Collector	Expert Collector of Curse Lupins	10244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	554	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	554	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	Expert Collector	Expert Collector of Karenchas	10245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	555	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	555	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	Expert Collector	Expert Collector of Dark Crusters	10246	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	556	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	556	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	Expert Collector	Expert Collector of Eye Crusters	10247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	557	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	557	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	Expert Collector	Expert Collector of Cevents	10248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	558	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	558	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	Expert Collector	Expert Collector of Dark Underbats	10249	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	559	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	559	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	Expert Collector	Expert Collector of Scream Underbats	10250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	560	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	560	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	Expert Collector	Expert Collector of Vampire Slaves	10251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	561	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	561	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	Expert Collector	Expert Collector of Vampire Servants	10252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	562	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	562	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	Expert Collector	Expert Collector of Lucibels	10253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	563	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	563	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10254	Expert Collector	Expert Collector of Vampire Assassins	10254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	564	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	564	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10255	Expert Collector	Expert Collector of Vampire Guards	10255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	565	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	565	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10256	Expert Collector	Expert Collector of Vampire Royal Guards	10256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	566	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	566	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10257	Expert Collector	Expert Collector of Ignatuses	10257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	612	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	612	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10258	Expert Collector	Expert Collector of Silver Lycantos	10258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	622	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	622	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10259	Expert Collector	Expert Collector of Dark Wyverns	10259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	630	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	630	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10260	Expert Collector	Expert Collector of Dreadwolves	10260	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	632	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	632	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	Expert Collector	Expert Collector of Bonedragons	10261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	636	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	636	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	Expert Collector	Expert Collector of Spriggan Ironclad Soldiers	10262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	637	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	637	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	Expert Collector	Expert Collector of Goblin Guards	10263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	640	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	640	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	Expert Collector	Expert Collector of Young Direwolves	10264	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	641	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	641	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	Expert Collector	Expert Collector of Low Rank Freezy Bondmen	10265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	642	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	642	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	Expert Collector	Expert Collector of Young Manticores	10266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	643	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	643	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	Expert Collector	Expert Collector of Bronzedrans	10267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	644	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	644	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10268	Expert Collector	Expert Collector of Young Torges	10268	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	645	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	645	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10269	Expert Collector	Expert Collector of Blood Cubes	10269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	646	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	646	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10270	Expert Collector	Expert Collector of Blue Cubes	10270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	647	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	647	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10271	Expert Collector	Expert Collector of Green Molds	10271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	648	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	648	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10272	Expert Collector	Expert Collector of Hard Cubes	10272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	649	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	649	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10273	Expert Collector	Expert Collector of Blade Buckets	10273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	650	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	650	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10274	Expert Collector	Expert Collector of Succubus Inferiors	10274	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	651	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10275	Expert Collector	Expert Collector of Erinieses	10275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	652	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	652	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10276	Expert Collector	Expert Collector of Low Rank Liches	10276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	655	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	655	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10277	Expert Collector	Expert Collector of Watchmen of the Abandoned	10277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	690	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	690	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10278	Expert Collector	Expert Collector of Hunters of the Abandoned	10278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	692	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	692	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10279	Expert Collector	Expert Collector of Swindle Zombies	10279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	700	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	700	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10280	Expert Collector	Expert Collector of Crag Werewolf Slaves	10280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	701	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	701	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10281	Expert Collector	Expert Collector of Crag Werewolves	10281	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	702	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	702	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10282	Expert Collector	Expert Collector of Flame Bats	10282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	709	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	709	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10283	Expert Collector	Expert Collector of Thunder Griffins	10283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	710	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	710	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10284	Expert Collector	Expert Collector of Golems	10284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	712	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	712	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10285	Expert Collector	Expert Collector of Ghouls	10285	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	713	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10286	Expert Collector	Expert Collector of Young Lamias	10286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	714	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	714	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10287	Expert Collector	Expert Collector of Maryliths	10287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	715	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	715	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
