MakeItem Total	MakeItem TID	MakeItem Name	MakeItem Count	BonusItem TID	BonusItem Name	Item Option Min	Item Option Max	Socket Inchant Min	Socket Inchant Max	Combine Use Price	timer(msec)	Resource TotalCount	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count
1	5545	시크스톤 레이피어	1			2	4	3	6	176400		10	5544	콜드 아이언 레이피어	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5415	쉐도우 에센스 레이피어	1			2	4	3	6	448000		10	5416	실버리언 레이피어	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5412	미스트 인세니티 레이피어	1			2	4	3	6	602000		10	5413	립위버 레이피어	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5409	블루 위니스 레이피어	1			2	4	3	6	725200		10	5410	플레임 터치 레이피어	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5406	케이브 테러 레이피어	1			2	4	3	6	893200		10	5407	포레스트와든 레이피어	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5403	오로라 메달 레이피어	1			2	4	3	6	1218000		10	5404	크리스탈 레이피어	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5400	옵시디언 라인 레이피어	1			2	4	3	6	1386000		10	5401	스타메달리언 레이피어	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5397	블러디 문 레이피어	1			2	4	3	6	1694000		10	5398	애머시스트 레이피어	1	267	유성의 정령석	2	263	바다의 정령석	2	259	열반의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5548	크룩 대거	1			1	1	1	2	5600		10	5547	더블 대거	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	5551	블랙 레인 대거	1			1	1	1	2	16800		10	5550	다크 대거	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	5554	레드 스카이 대거	1			1	1	1	2	58800		10	5552	아이언 대거	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	5557	시크스톤 대거	1			1	1	1	2	176400		10	5556	콜드 아이언 대거	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5436	쉐도우 에센스 대거	1			1	1	1	2	448000		10	5437	실버리언 대거	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5433	미스트 인세니티 대거	1			1	1	1	2	602000		10	5434	립위버 대거	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5430	블루 위니스 대거	1			1	1	1	2	725200		10	5431	플레임 터치 대거	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	5427	케이브 테러 대거	1			1	1	1	2	893200		10	5428	포레스트와든 대거	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5424	오로라 메달 대거	1			1	1	1	2	1218000		10	5425	크리스탈 대거	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5421	옵시디언 라인 대거	1			1	1	1	2	1386000		10	5422	스타메달리언 대거	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	5418	블러디 문 대거	1			1	1	1	2	1694000		10	5419	애머시스트 대거	1	267	유성의 정령석	2	263	바다의 정령석	2	259	열반의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	8091	마이트 카론	1			3	5	4	8	5600		10	8090	배틀 카론	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	8094	쉐도우 카론	1			3	5	4	8	16800		10	8093	퓨어헌팅 카론	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	8097	마스터 카론	1			3	5	4	8	58800		10	8096	인피니티 카론	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	8100	헤비브론즈 카론	1			3	5	4	8	176400		10	8099	듀얼페인 카론	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8103	임페리얼 카론	1			3	5	4	8	448000		10	8102	트라이던트 카론	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8106	드래곤블레이드 카론	1			3	5	4	8	602000		10	8105	그랜드워리어 카론	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8109	디바인피어스 카론	1			3	5	4	8	725200		10	8108	로어가디언 카론	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8112	블러디 블레이즈 카론	1			3	5	4	8	893200		10	8111	미스틱 미라쥬 카론	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9280	히로익 센츄리 카론	1			3	5	4	8	1218000		10	9279	크루얼 스피릿 카론	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9189	페이탈 데스티니 카론	1			3	5	4	8	1386000		10	9216	브루탈 인베이더 카론	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9315	에이션트 엘리시온 카론	1			3	5	4	8	1694000		10	9314	프라임 엠페러 카론	1	267	유성의 정령석	2	263	바다의 정령석	2	259	열반의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	7987	마이트 제논	1			3	5	4	8	5600		10	7980	배틀 제논	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	7997	오버사이트 제논	1			3	5	4	8	16800		10	7992	윈드시커 제논	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	8007	마스터 제논	1			3	5	4	8	58800		10	8002	래피드슈터 제논	1	203	불의 정령석	2	201	물의 정령석	2	204	마법의 정령석	2	463	공격의 기원석<Lv1>	2	466	명중률의 기원석<Lv1>	2	588	냉기의 기원석<Lv1>	2	591	전격의 기원석<Lv1>	2	594	맹독의 기원석<Lv1>	2	597	방패공격의 기원석<Lv1>	2
1	8020	저스티스 제논	1			3	5	4	8	176400		10	8015	화이어이터 제논	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8032	헬리오스 제논	1			3	5	4	8	448000		10	8026	배틀러쉬 제논	1	264	화염의 정령석	2	260	구름의 정령석	2	256	정신의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8045	드래곤브레스 제논	1			3	5	4	8	602000		10	8039	그랜드배쉬 제논	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8064	메테오로이드 제논	1			3	5	4	8	725200		10	8059	배인크래쉬 제논	1	265	작열의 정령석	2	261	안개의 정령석	2	257	명상의 정령석	2	1829	공격의 기원석<Lv2>	2	467	명중률의 기원석<Lv2>	2	1831	냉기의 기원석<Lv2>	2	1849	전격의 기원석<Lv2>	2	1837	맹독의 기원석<Lv2>	2	598	방패공격의 기원석<Lv2>	2
1	8082	프레임레인 제논	1			3	5	4	8	893200		10	8077	소울버스터 제논	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9248	파이널 빅토리 제논	1			3	5	4	8	1218000		10	9243	엘리멘탈 번 제논	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9188	라스트 저지먼트 제논	1			3	5	4	8	1386000		10	9220	얼티메이트 스피어 제논	1	266	염해의 정령석	2	262	폭포의 정령석	2	258	초월의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	9308	로드 오브 인페르노 제논	1			3	5	4	8	1694000		10	9325	프로미넌스 스팟 제논	1	267	유성의 정령석	2	263	바다의 정령석	2	259	열반의 정령석	2	464	공격의 기원석<Lv3>	2	468	명중률의 기원석<Lv3>	2	589	냉기의 기원석<Lv3>	2	592	전격의 기원석<Lv3>	2	595	맹독의 기원석<Lv3>	2	599	방패공격의 기원석<Lv3>	2
1	4001	크루얼 크리스	1			3	5	4	8	7000		10	1895	크루얼 크리스	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4002	버닝붓처 시미터	1			3	5	4	8	21000		10	2221	버닝붓처 시미터	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4003	바운스 펄션	1			3	5	4	8	73500		10	1897	바운스 펄션	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4004	브루탈 소드	1			3	5	4	8	220500		10	1899	브루탈 소드	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4005	블러드 시미터	1			3	5	4	8	560000		10	1901	블러드 시미터	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4006	하쉬슬러터 소드	1			3	5	4	8	752500		10	3202	하쉬슬러터 소드	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4007	레드트레일 세이버	1			3	5	4	8	906500		10	3205	레드트레일 세이버	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4008	플래시더스트 피어서	1			3	5	4	8	1116500		10	3208	플래시더스트 피어서	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4584	네버폴른 소드	1			3	5	4	8	1522500		10	3211	네버폴른 소드	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4585	인세인베인 슬라이서	1			3	5	4	8	1732500		10	5223	인세인베인 슬라이서	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	5666	나이트노매드 소드	1			3	5	4	8	2117500		10	5035	나이트노매드 소드	1	267	유성의 정령석	3	263	바다의 정령석	3	259	열반의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4009	크림벨트 엑스	1			3	5	4	8	7000		10	2216	크림벨트 엑스	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4010	쏘우 디바이더	1			3	5	4	8	21000		10	1905	쏘우 디바이더	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4011	인페르노콜 토마호크	1			3	5	4	8	73500		10	2224	인페르노콜 토마호크	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4012	다크시드 엑스	1			3	5	4	8	220500		10	2217	다크시드 엑스	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4013	스칼렛아이 엑스	1			3	5	4	8	560000		10	2220	스칼렛아이 엑스	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4014	윈터라이저 디바이더	1			3	5	4	8	752500		10	3214	윈터라이저 디바이더	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4015	다크임펠러 디바이드	1			3	5	4	8	906500		10	3217	다크임펠러 디바이드	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4016	이모탈파워 크래셔	1			3	5	4	8	1116500		10	3220	이모탈파워 크래셔	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4586	커스링크 디바이더	1			3	5	4	8	1522500		10	3223	커스링크 디바이더	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4587	헬임프레저 엑스	1			3	5	4	8	1732500		10	5226	헬임프레저 엑스	1	266	염해의 정령석	3	262	폭포의 정령석	3	258	초월의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	5667	와이즈아일 디바이더	1			3	5	4	8	2117500		10	5038	와이즈아일 디바이더	1	267	유성의 정령석	3	263	바다의 정령석	3	259	열반의 정령석	3	464	공격의 기원석<Lv3>	3	468	명중률의 기원석<Lv3>	3	589	냉기의 기원석<Lv3>	3	592	전격의 기원석<Lv3>	3	595	맹독의 기원석<Lv3>	3	599	방패공격의 기원석<Lv3>	3
1	4017	크루얼 배틀 클럽	1			3	5	4	8	7000		10	1910	크루얼 배틀 클럽	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4018	바운드체이서 해머	1			3	5	4	8	21000		10	2222	바운드체이서 해머	1	203	불의 정령석	3	201	물의 정령석	3	204	마법의 정령석	3	463	공격의 기원석<Lv1>	3	466	명중률의 기원석<Lv1>	3	588	냉기의 기원석<Lv1>	3	591	전격의 기원석<Lv1>	3	594	맹독의 기원석<Lv1>	3	597	방패공격의 기원석<Lv1>	3
1	4019	아카디언 마울	1			3	5	4	8	73500		10	1912	아카디언 마울	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4020	파이톤헤드 마울	1			3	5	4	8	220500		10	2225	파이톤헤드 마울	1	264	화염의 정령석	3	260	구름의 정령석	3	256	정신의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4021	퓨어 워메이스	1			3	5	4	8	560000		10	1913	퓨어 워메이스	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
1	4022	포스게더러 모닝스타	1			3	5	4	8	752500		10	3226	포스게더러 모닝스타	1	265	작열의 정령석	3	261	안개의 정령석	3	257	명상의 정령석	3	1829	공격의 기원석<Lv2>	3	467	명중률의 기원석<Lv2>	3	1831	냉기의 기원석<Lv2>	3	1849	전격의 기원석<Lv2>	3	1837	맹독의 기원석<Lv2>	3	598	방패공격의 기원석<Lv2>	3
