Item Set	Item TID	Probability	Skill Level			
	4972	30				
	4934	5				
	4933	35	4			
	4921	30				
	4972	30				
	4934	5				
	4933	35	5			
	4921	30				
	4972	25				
	4934	5				
	4925	5				
	4933	35	6			
	4921	30				
	4972	25				
	4934	5				
	4925	5				
	4933	35	7			
	4921	25				
	4972	25				
	4934	5				
	4925	5				
	4973	5				
	4933	35	8			
	4921	25				
	4972	25				
	4934	5				
	4925	5				
	4973	5				
	4933	30	9			
	4921	25				
	4972	25				
	4934	5				
	4925	5				
	4973	5				
	4935	5				
	4933	30	10			
	4921	25				
	4972	25				
	4934	5				
	4925	5				
	4973	5				
	4935	5				
	4933	25	11			
	4921	25				
	4972	25				
	4934	10				
	4925	5				
	4973	5				
	4935	5				
	4933	25	12			
	4921	20				
	4972	25				
	4934	10				
	4925	10				
	4973	5				
	4935	5				
	4933	25	13			
	4921	20				
	4972	20				
	4934	10				
	4925	10				
	4973	10				
	4935	5				
	4933	20	14			
	4921	20				
	4972	20				
	4934	10				
	4925	10				
	4973	10				
	4935	10				
	4933	20	15			
	4921	20				
	4972	20				
	4934	10				
	4925	10				
	4973	10				
	4935	10				
25	4957	55	1			
	4951	45				
	4957	55	2			
	4951	45				
	4957	50	3			
	4951	45				
	4958	5				
	4957	50	4			
	4951	45				
	4958	5				
	4957	50	5			
	4951	40				
	4958	5				
	4952	5				
	4957	50	6			
	4951	40				
	4958	5				
	4952	5				
	4957	45	7			
	4951	40				
	4958	10				
	4952	5				
	4957	45	8			
	4951	40				
	4958	10				
	4952	5				
	4957	45	9			
	4951	35				
	4958	10				
	4952	5				
	4959	5				
	4957	45	10			
	4951	35				
	4958	10				
	4952	5				
	4959	5				
	4957	45	11			
	4951	35				
	4958	10				
	4952	5				
	4959	5				
	4957	40	12			
	4951	35				
	4958	10				
	4952	10				
	4959	5				
	4957	40	13			
	4951	35				
	4958	10				
	4952	10				
	4959	5				
	4957	40	14			
	4951	30				
	4958	10				
	4952	10				
	4959	10				
	4957	40	15			
	4951	30				
	4958	10				
	4952	10				
	4959	10				
26	4939	40	1			
	4921	30				
	4933	30				
	4939	40	2			
	4921	30				
	4933	30				
	4939	35	3			
	4921	30				
	4933	30				
	4940	5				
	4939	35	4			
	4921	30				
	4933	30				
	4940	5				
	4939	35	5			
	4921	30				
	4933	25				
	4940	5				
	4925	5				
	4939	35	6			
	4921	30				
	4933	25				
	4940	5				
	4925	5				
	4939	35	7			
	4921	25				
	4933	25				
	4940	5				
	4925	5				
	4934	5				
	4939	35	8			
	4921	25				
	4933	25				
	4940	5				
	4925	5				
	4934	5				
	4939	30	9			
	4921	25				
	4933	25				
	4940	5				
	4925	5				
	4934	5				
	4941	5				
	4939	30	10			
	4921	25				
	4933	25				
	4940	5				
	4925	5				
	4934	5				
	4941	5				
	4939	25	11			
	4921	25				
	4933	25				
	4940	10				
	4925	5				
	4934	5				
	4941	5				
	4939	25	12			
	4921	20				
	4933	25				
	4940	10				
	4925	10				
	4934	5				
	4941	5				
	4939	25	13			
	4921	20				
	4933	20				
	4940	10				
	4925	10				
	4934	10				
	4941	5				
	4939	20	14			
	4921	20				
	4933	20				
	4940	10				
	4925	10				
	4934	10				
	4941	10				
	4939	20	15			
	4921	20				
	4933	20				
	4940	10				
	4925	10				
	4934	10				
	4941	10				
27	4942	40	1			
	4933	30				
	4921	30				
	4942	40	2			
	4933	30				
	4921	30				
	4942	35	3			
	4933	30				
	4921	30				
	4943	5				
	4942	35	4			
	4933	30				
	4921	30				
	4943	5				
	4942	35	5			
	4933	30				
	4921	25				
	4943	5				
	4934	5				
	4942	35	6			
	4933	30				
	4921	25				
	4943	5				
	4934	5				
	4942	35	7			
	4933	25				
	4921	25				
	4943	5				
	4934	5				
	4925	5				
	4942	35	8			
	4933	25				
	4921	25				
	4943	5				
	4934	5				
	4925	5				
	4942	30	9			
	4933	25				
	4921	25				
	4943	5				
	4934	5				
	4925	5				
	4944	5				
	4942	30	10			
	4933	25				
	4921	25				
	4943	5				
	4934	5				
	4925	5				
	4944	5				
	4942	25	11			
	4933	25				
	4921	25				
	4943	10				
	4934	5				
	4925	5				
	4944	5				
	4942	25	12			
	4933	20				
	4921	25				
	4943	10				
	4934	10				
	4925	5				
	4944	5				
	4942	25	13			
	4933	20				
	4921	20				
	4943	10				
	4934	10				
	4925	10				
	4944	5				
	4942	20	14			
	4933	20				
	4921	20				
	4943	10				
	4934	10				
	4925	10				
	4944	10				
	4942	20	15			
	4933	20				
	4921	20				
	4943	10				
	4934	10				
	4925	10				
	4944	10				
28	4933	40	1			
	4969	30				
	4957	30				
	4933	40	2			
	4969	30				
	4957	30				
	4933	35	3			
	4969	30				
	4957	30				
	4934	5				
	4933	35	4			
	4969	30				
	4957	30				
	4934	5				
	4933	35	5			
	4969	30				
	4957	25				
	4934	5				
	4970	5				
	4933	35	6			
	4969	30				
	4957	25				
	4934	5				
	4970	5				
	4933	35	7			
	4969	25				
	4957	25				
	4934	5				
	4970	5				
	4958	5				
	4933	35	8			
	4969	25				
	4957	25				
	4934	5				
	4970	5				
	4958	5				
	4933	30	9			
	4969	25				
	4957	25				
	4934	5				
	4970	5				
	4958	5				
	4935	5				
	4933	30	10			
	4969	25				
	4957	25				
	4934	5				
	4970	5				
	4958	5				
	4935	5				
	4933	25	11			
	4969	25				
	4957	25				
	4934	10				
	4970	5				
	4958	5				
	4935	5				
	4933	25	12			
	4969	20				
	4957	25				
	4934	10				
	4970	10				
	4958	5				
	4935	5				
	4933	25	13			
	4969	20				
	4957	20				
	4934	10				
	4970	10				
	4958	10				
	4935	5				
	4933	20	14			
	4969	20				
	4957	20				
	4934	10				
	4970	10				
	4958	10				
	4935	10				
	4933	20	15			
	4969	20				
	4957	20				
	4934	10				
	4970	10				
	4958	10				
	4935	10				
29	4942	40	1			
	4933	30				
	4951	30				
	4942	40	2			
	4933	30				
	4951	30				
	4942	35	3			
	4933	30				
	4951	30				
	4943	5				
	4942	35	4			
	4933	30				
	4951	30				
	4943	5				
	4942	35	5			
	4933	30				
	4951	25				
	4943	5				
	4934	5				
	4942	35	6			
	4933	30				
	4951	25				
	4943	5				
	4934	5				
	4942	35	7			
	4933	25				
	4951	25				
	4943	5				
	4934	5				
	4952	5				
	4942	35	8			
	4933	25				
	4951	25				
	4943	5				
	4934	5				
	4952	5				
	4942	30	9			
	4933	25				
	4951	25				
	4943	5				
	4934	5				
	4952	5				
	4944	5				
	4942	30	10			
	4933	25				
	4951	25				
	4943	5				
	4934	5				
	4952	5				
	4944	5				
	4942	25	11			
	4933	25				
	4951	25				
	4943	10				
	4934	5				
	4952	5				
	4944	5				
	4942	25	12			
	4933	20				
	4951	25				
	4943	10				
	4934	10				
	4952	5				
	4944	5				
	4942	25	13			
	4933	20				
	4951	20				
	4943	10				
	4934	10				
	4952	10				
	4944	5				
	4942	20	14			
	4933	20				
	4951	20				
	4943	10				
	4934	10				
	4952	10				
	4944	10				
	4942	20	15			
	4933	20				
	4951	20				
	4943	10				
	4934	10				
	4952	10				
	4944	10				
30	4921	40	1			
	4933	30				
	4945	30				
	4921	40	2			
	4933	30				
	4945	30				
	4921	35	3			
	4933	30				
	4945	30				
	4925	5				
	4921	35	4			
	4933	30				
	4945	30				
	4925	5				
	4921	35	5			
	4933	30				
	4945	25				
	4925	5				
	4934	5				
	4921	35	6			
	4933	30				
	4945	25				
	4925	5				
	4934	5				
	4921	35	7			
	4933	25				
	4945	25				
	4925	5				
	4934	5				
	4946	5				
	4921	35	8			
	4933	25				
	4945	25				
	4925	5				
	4934	5				
	4946	5				
	4921	30	9			
	4933	25				
	4945	25				
	4925	5				
	4934	5				
	4946	5				
	4926	5				
	4921	30	10			
	4933	25				
	4945	25				
	4925	5				
	4934	5				
	4946	5				
	4926	5				
	4921	25	11			
	4933	25				
	4945	25				
	4925	10				
	4934	5				
	4946	5				
	4926	5				
	4921	25	12			
	4933	20				
	4945	25				
	4925	10				
	4934	10				
	4946	5				
	4926	5				
	4921	25	13			
	4933	20				
	4945	20				
	4925	10				
	4934	10				
	4946	10				
	4926	5				
	4921	20	14			
	4933	20				
	4945	20				
	4925	10				
	4934	10				
	4946	10				
	4926	10				
	4921	20	15			
	4933	20				
	4945	20				
	4925	10				
	4934	10				
	4946	10				
	4926	10				
31	4933	40	1			
	4936	30				
	4921	30				
	4933	40	2			
	4936	30				
	4921	30				
	4933	35	3			
	4936	30				
	4921	30				
	4934	5				
	4933	35	4			
	4936	30				
	4921	30				
	4934	5				
	4933	35	5			
	4936	30				
	4921	25				
	4934	5				
	4937	5				
	4933	35	6			
	4936	30				
	4921	25				
	4934	5				
	4937	5				
	4933	35	7			
	4936	25				
	4921	25				
	4934	5				
	4937	5				
	4925	5				
	4933	35	8			
	4936	25				
	4921	25				
	4934	5				
	4937	5				
	4925	5				
	4933	30	9			
	4936	25				
	4921	25				
	4934	5				
	4937	5				
	4925	5				
	4935	5				
	4933	30	10			
	4936	25				
	4921	25				
	4934	5				
	4937	5				
	4925	5				
	4935	5				
	4933	25	11			
	4936	25				
	4921	25				
	4934	10				
	4937	5				
	4925	5				
	4935	5				
	4933	25	12			
	4936	20				
	4921	25				
	4934	10				
	4937	10				
	4925	5				
	4935	5				
	4933	25	13			
	4936	20				
	4921	20				
	4934	10				
	4937	10				
	4925	10				
	4935	5				
	4933	20	14			
	4936	20				
	4921	20				
	4934	10				
	4937	10				
	4925	10				
	4935	10				
	4933	20	15			
	4936	20				
	4921	20				
	4934	10				
	4937	10				
	4925	10				
	4935	10				
32	4960	40	1			
	4927	30				
	4942	30				
	4960	40	2			
	4927	30				
	4942	30				
	4960	35	3			
	4927	30				
	4942	30				
	4961	5				
	4960	35	4			
	4927	30				
	4942	30				
	4961	5				
	4960	35	5			
	4927	30				
	4942	25				
	4961	5				
	4928	5				
	4960	35	6			
	4927	30				
	4942	25				
	4961	5				
	4928	5				
	4960	35	7			
	4927	25				
	4942	25				
	4961	5				
	4928	5				
	4943	5				
	4960	35	8			
	4927	25				
	4942	25				
	4961	5				
	4928	5				
	4943	5				
	4960	30	9			
	4927	25				
	4942	25				
	4961	5				
	4928	5				
	4943	5				
	4962	5				
	4960	30	10			
	4927	25				
	4942	25				
	4961	5				
	4928	5				
	4943	5				
	4962	5				
	4960	25	11			
	4927	25				
	4942	25				
	4961	10				
	4928	5				
	4943	5				
	4962	5				
	4960	25	12			
	4927	20				
	4942	25				
	4961	10				
	4928	10				
	4943	5				
	4962	5				
	4960	25	13			
	4927	20				
	4942	20				
	4961	10				
	4928	10				
	4943	10				
	4962	5				
	4960	20	14			
	4927	20				
	4942	20				
	4961	10				
	4928	10				
	4943	10				
	4962	10				
	4960	20	15			
	4927	20				
	4942	20				
	4961	10				
	4928	10				
	4943	10				
	4962	10				
33	4972	40	1			
	4921	30				
	4957	30				
	4972	40	2			
	4921	30				
	4957	30				
	4972	35	3			
	4921	30				
	4957	30				
	4973	5				
	4972	35	4			
	4921	30				
	4957	30				
	4973	5				
	4972	35	5			
	4921	30				
	4957	25				
	4973	5				
	4925	5				
	4972	35	6			
	4921	30				
	4957	25				
	4973	5				
	4925	5				
	4972	35	7			
	4921	25				
	4957	25				
	4973	5				
	4925	5				
	4958	5				
	4972	35	8			
	4921	25				
	4957	25				
	4973	5				
	4925	5				
	4958	5				
	4972	30	9			
	4921	25				
	4957	25				
	4973	5				
	4925	5				
	4958	5				
	4974	5				
	4972	30	10			
	4921	25				
	4957	25				
	4973	5				
	4925	5				
	4958	5				
	4974	5				
	4972	25	11			
	4921	25				
	4957	25				
	4973	10				
	4925	5				
	4958	5				
	4974	5				
	4972	25	12			
	4921	20				
	4957	25				
	4973	10				
	4925	10				
	4958	5				
	4974	5				
	4972	25	13			
	4921	20				
	4957	20				
	4973	10				
	4925	10				
	4958	10				
	4974	5				
	4972	20	14			
	4921	20				
	4957	20				
	4973	10				
	4925	10				
	4958	10				
	4974	10				
	4972	20	15			
	4921	20				
	4957	20				
	4973	10				
	4925	10				
	4958	10				
	4974	10				
34	4969	55	1			
	4972	45				
	4969	55	2			
	4972	45				
	4969	50	3			
	4972	45				
	4970	5				
	4969	50	4			
	4972	45				
	4970	5				
	4969	50	5			
	4972	40				
	4970	5				
	4973	5				
	4969	50	6			
	4972	40				
	4970	5				
	4973	5				
	4969	45	7			
	4972	40				
	4970	10				
	4973	5				
	4969	45	8			
	4972	40				
	4970	10				
	4973	5				
	4969	45	9			
	4972	35				
	4970	10				
	4973	5				
	4971	5				
	4969	45	10			
	4972	35				
	4970	10				
	4973	5				
	4971	5				
	4969	45	11			
	4972	35				
	4970	10				
	4973	5				
	4971	5				
	4969	40	12			
	4972	35				
	4970	10				
	4973	10				
	4971	5				
	4969	40	13			
	4972	35				
	4970	10				
	4973	10				
	4971	5				
	4969	40	14			
	4972	30				
	4970	10				
	4973	10				
	4971	10				
	4969	40	15			
	4972	30				
	4970	10				
	4973	10				
	4971	10				
35	4930	40	1			
	4933	30				
	4921	30				
	4930	40	2			
	4933	30				
	4921	30				
	4930	35	3			
	4933	30				
	4921	30				
	4931	5				
	4930	35	4			
	4933	30				
	4921	30				
	4931	5				
	4930	35	5			
	4933	30				
	4921	25				
	4931	5				
	4934	5				
	4930	35	6			
	4933	30				
	4921	25				
	4931	5				
	4934	5				
	4930	35	7			
	4933	25				
	4921	25				
	4931	5				
	4934	5				
	4925	5				
	4930	35	8			
	4933	25				
	4921	25				
	4931	5				
	4934	5				
	4925	5				
	4930	30	9			
	4933	25				
	4921	25				
	4931	5				
	4934	5				
	4925	5				
	4932	5				
	4930	30	10			
	4933	25				
	4921	25				
	4931	5				
	4934	5				
	4925	5				
	4932	5				
	4930	25	11			
	4933	25				
	4921	25				
	4931	10				
	4934	5				
	4925	5				
	4932	5				
	4930	25	12			
	4933	20				
	4921	25				
	4931	10				
	4934	10				
	4925	5				
	4932	5				
	4930	25	13			
	4933	20				
	4921	20				
	4931	10				
	4934	10				
	4925	10				
	4932	5				
	4930	20	14			
	4933	20				
	4921	20				
	4931	10				
	4934	10				
	4925	10				
	4932	10				
	4930	20	15			
	4933	20				
	4921	20				
	4931	10				
	4934	10				
	4925	10				
	4932	10				
36	4957	55	1			
	4954	45				
	4957	55	2			
	4954	45				
	4957	50	3			
	4954	45				
	4958	5				
	4957	50	4			
	4954	45				
	4958	5				
	4957	50	5			
	4954	40				
	4958	5				
	4955	5				
	4957	50	6			
	4954	40				
	4958	5				
	4955	5				
	4957	45	7			
	4954	40				
	4958	10				
	4955	5				
	4957	45	8			
	4954	40				
	4958	10				
	4955	5				
	4957	45	9			
	4954	35				
	4958	10				
	4955	5				
	4959	5				
	4957	45	10			
	4954	35				
	4958	10				
	4955	5				
	4959	5				
	4957	45	11			
	4954	35				
	4958	10				
	4955	5				
	4959	5				
	4957	40	12			
	4954	35				
	4958	10				
	4955	10				
	4959	5				
	4957	40	13			
	4954	35				
	4958	10				
	4955	10				
	4959	5				
	4957	40	14			
	4954	30				
	4958	10				
	4955	10				
	4959	10				
	4957	40	15			
	4954	30				
	4958	10				
	4955	10				
	4959	10				
37	4939	40	1			
	4945	30				
	4930	30				
	4939	40	2			
	4945	30				
	4930	30				
	4939	35	3			
	4945	30				
	4930	30				
	4940	5				
	4939	35	4			
	4945	30				
	4930	30				
	4940	5				
	4939	35	5			
	4945	30				
	4930	25				
	4940	5				
	4946	5				
	4939	35	6			
	4945	30				
	4930	25				
	4940	5				
	4946	5				
	4939	35	7			
	4945	25				
	4930	25				
	4940	5				
	4946	5				
	4931	5				
	4939	35	8			
	4945	25				
	4930	25				
	4940	5				
	4946	5				
	4931	5				
	4939	30	9			
	4945	25				
	4930	25				
	4940	5				
	4946	5				
	4931	5				
	4941	5				
	4939	30	10			
	4945	25				
	4930	25				
	4940	5				
	4946	5				
	4931	5				
	4941	5				
	4939	25	11			
	4945	25				
	4930	25				
	4940	10				
	4946	5				
	4931	5				
	4941	5				
	4939	25	12			
	4945	20				
	4930	25				
	4940	10				
	4946	10				
	4931	5				
	4941	5				
	4939	25	13			
	4945	20				
	4930	20				
	4940	10				
	4946	10				
	4931	10				
	4941	5				
	4939	20	14			
	4945	20				
	4930	20				
	4940	10				
	4946	10				
	4931	10				
	4941	10				
	4939	20	15			
	4945	20				
	4930	20				
	4940	10				
	4946	10				
	4931	10				
	4941	10				
38	4951	40	1			
	4942	30				
	4963	30				
	4951	40	2			
	4942	30				
	4963	30				
	4951	35	3			
	4942	30				
	4963	30				
	4952	5				
	4951	35	4			
	4942	30				
	4963	30				
	4952	5				
	4951	35	5			
	4942	30				
	4963	25				
	4952	5				
	4943	5				
	4951	35	6			
	4942	30				
	4963	25				
	4952	5				
	4943	5				
	4951	35	7			
	4942	25				
	4963	25				
	4952	5				
	4943	5				
	4964	5				
	4951	35	8			
	4942	25				
	4963	25				
	4952	5				
	4943	5				
	4964	5				
	4951	30	9			
	4942	25				
	4963	25				
	4952	5				
	4943	5				
	4964	5				
	4953	5				
	4951	30	10			
	4942	25				
	4963	25				
	4952	5				
	4943	5				
	4964	5				
	4953	5				
	4951	25	11			
	4942	25				
	4963	25				
	4952	10				
	4943	5				
	4964	5				
	4953	5				
	4951	25	12			
	4942	20				
	4963	25				
	4952	10				
	4943	10				
	4964	5				
	4953	5				
	4951	25	13			
	4942	20				
	4963	20				
	4952	10				
	4943	10				
	4964	10				
	4953	5				
	4951	20	14			
	4942	20				
	4963	20				
	4952	10				
	4943	10				
	4964	10				
	4953	10				
	4951	20	15			
	4942	20				
	4963	20				
	4952	10				
	4943	10				
	4964	10				
	4953	10				
39	4933	40	1			
	4966	30				
	4957	30				
	4933	40	2			
	4966	30				
	4957	30				
	4933	35	3			
	4966	30				
	4957	30				
	4934	5				
	4933	35	4			
	4966	30				
	4957	30				
	4934	5				
	4933	35	5			
	4966	30				
	4957	25				
	4934	5				
	4967	5				
	4933	35	6			
	4966	30				
	4957	25				
	4934	5				
	4967	5				
	4933	35	7			
	4966	25				
	4957	25				
	4934	5				
	4967	5				
	4958	5				
	4933	35	8			
	4966	25				
	4957	25				
	4934	5				
	4967	5				
	4958	5				
	4933	30	9			
	4966	25				
	4957	25				
	4934	5				
	4967	5				
	4958	5				
	4935	5				
	4933	30	10			
	4966	25				
	4957	25				
	4934	5				
	4967	5				
	4958	5				
	4935	5				
	4933	25	11			
	4966	25				
	4957	25				
	4934	10				
	4967	5				
	4958	5				
	4935	5				
	4933	25	12			
	4966	20				
	4957	25				
	4934	10				
	4967	10				
	4958	5				
	4935	5				
	4933	25	13			
	4966	20				
	4957	20				
	4934	10				
	4967	10				
	4958	10				
	4935	5				
	4933	20	14			
	4966	20				
	4957	20				
	4934	10				
	4967	10				
	4958	10				
	4935	10				
	4933	20	15			
	4966	20				
	4957	20				
	4934	10				
	4967	10				
	4958	10				
	4935	10				
40	4945	40	1			
	4933	30				
	4921	30				
	4945	40	2			
	4933	30				
	4921	30				
	4945	35	3			
	4933	30				
	4921	30				
	4946	5				
	4945	35	4			
	4933	30				
	4921	30				
	4946	5				
	4945	35	5			
	4933	30				
	4921	25				
	4946	5				
	4934	5				
	4945	35	6			
	4933	30				
	4921	25				
	4946	5				
	4934	5				
	4945	35	7			
	4933	25				
	4921	25				
	4946	5				
	4934	5				
	4925	5				
	4945	35	8			
	4933	25				
	4921	25				
	4946	5				
	4934	5				
	4925	5				
	4945	30	9			
	4933	25				
	4921	25				
	4946	5				
	4934	5				
	4925	5				
	4947	5				
	4945	30	10			
	4933	25				
	4921	25				
	4946	5				
	4934	5				
	4925	5				
	4947	5				
	4945	25	11			
	4933	25				
	4921	25				
	4946	10				
	4934	5				
	4925	5				
	4947	5				
	4945	25	12			
	4933	20				
	4921	25				
	4946	10				
	4934	10				
	4925	5				
	4947	5				
	4945	25	13			
	4933	20				
	4921	20				
	4946	10				
	4934	10				
	4925	10				
	4947	5				
	4945	20	14			
	4933	20				
	4921	20				
	4946	10				
	4934	10				
	4925	10				
	4947	10				
	4945	20	15			
	4933	20				
	4921	20				
	4946	10				
	4934	10				
	4925	10				
	4947	10				
41	4948	100	1			
	4948	100	2			
	4948	95	3			
	4949	5				
	4948	95	4			
	4949	5				
	4948	90	5			
	4949	10				
	4948	90	6			
	4949	10				
	4948	85	7			
	4949	10				
	4950	5				
	4948	85	8			
	4949	10				
	4950	5				
	4948	80	9			
	4949	15				
	4950	5				
	4948	80	10			
	4949	15				
	4950	5				
	4948	75	11			
	4949	20				
	4950	5				
	4948	75	12			
	4949	20				
	4950	5				
	4948	70	13			
	4949	20				
	4950	10				
	4948	70	14			
	4949	20				
	4950	10				
	4948	70	15			
	4949	20				
	4950	10				
42	4936	40	1			
	4957	30				
	4969	30				
	4936	40	2			
	4957	30				
	4969	30				
	4936	35	3			
	4957	30				
	4969	30				
	4937	5				
	4936	35	4			
	4957	30				
	4969	30				
	4937	5				
	4936	35	5			
	4957	30				
	4969	25				
	4937	5				
	4958	5				
	4936	35	6			
	4957	30				
	4969	25				
	4937	5				
	4958	5				
	4936	35	7			
	4957	25				
	4969	25				
	4937	5				
	4958	5				
	4970	5				
	4936	35	8			
	4957	25				
	4969	25				
	4937	5				
	4958	5				
	4970	5				
	4936	30	9			
	4957	25				
	4969	25				
	4937	5				
	4958	5				
	4970	5				
	4938	5				
	4936	30	10			
	4957	25				
	4969	25				
	4937	5				
	4958	5				
	4970	5				
	4938	5				
	4936	25	11			
	4957	25				
	4969	25				
	4937	10				
	4958	5				
	4970	5				
	4938	5				
	4936	25	12			
	4957	20				
	4969	25				
	4937	10				
	4958	10				
	4970	5				
	4938	5				
	4936	25	13			
	4957	20				
	4969	20				
	4937	10				
	4958	10				
	4970	10				
	4938	5				
	4936	20	14			
	4957	20				
	4969	20				
	4937	10				
	4958	10				
	4970	10				
	4938	10				
	4936	20	15			
	4957	20				
	4969	20				
	4937	10				
	4958	10				
	4970	10				
	4938	10				
43	4969	55	1			
	4933	45				
	4969	55	2			
	4933	45				
	4969	50	3			
	4933	45				
	4970	5				
	4969	50	4			
	4933	45				
	4970	5				
	4969	50	5			
	4933	40				
	4970	5				
	4934	5				
	4969	50	6			
	4933	40				
	4970	5				
	4934	5				
	4969	45	7			
	4933	40				
	4970	10				
	4934	5				
	4969	45	8			
	4933	40				
	4970	10				
	4934	5				
	4969	45	9			
	4933	35				
	4970	10				
	4934	5				
	4971	5				
	4969	45	10			
	4933	35				
	4970	10				
	4934	5				
	4971	5				
	4969	45	11			
	4933	35				
	4970	10				
	4934	5				
	4971	5				
	4969	40	12			
	4933	35				
	4970	10				
	4934	10				
	4971	5				
	4969	40	13			
	4933	35				
	4970	10				
	4934	10				
	4971	5				
	4969	40	14			
	4933	30				
	4970	10				
	4934	10				
	4971	10				
	4969	40	15			
	4933	30				
	4970	10				
	4934	10				
	4971	10				
44	4921	40	1			
	4933	30				
	4942	30				
	4921	40	2			
	4933	30				
	4942	30				
	4921	35	3			
	4933	30				
	4942	30				
	4925	5				
	4921	35	4			
	4933	30				
	4942	30				
	4925	5				
	4921	35	5			
	4933	30				
	4942	25				
	4925	5				
	4934	5				
	4921	35	6			
	4933	30				
	4942	25				
	4925	5				
	4934	5				
	4921	35	7			
	4933	25				
	4942	25				
	4925	5				
	4934	5				
	4943	5				
	4921	35	8			
	4933	25				
	4942	25				
	4925	5				
	4934	5				
	4943	5				
	4921	30	9			
	4933	25				
	4942	25				
	4925	5				
	4934	5				
	4943	5				
	4926	5				
	4921	30	10			
	4933	25				
	4942	25				
	4925	5				
	4934	5				
	4943	5				
	4926	5				
	4921	25	11			
	4933	25				
	4942	25				
	4925	10				
	4934	5				
	4943	5				
	4926	5				
	4921	25	12			
	4933	20				
	4942	25				
	4925	10				
	4934	10				
	4943	5				
	4926	5				
	4921	25	13			
	4933	20				
	4942	20				
	4925	10				
	4934	10				
	4943	10				
	4926	5				
	4921	20	14			
	4933	20				
	4942	20				
	4925	10				
	4934	10				
	4943	10				
	4926	10				
	4921	20	15			
	4933	20				
	4942	20				
	4925	10				
	4934	10				
	4943	10				
	4926	10				
45	4942	40	1			
	4969	30				
	4933	30				
	4942	40	2			
	4969	30				
	4933	30				
	4942	35	3			
	4969	30				
	4933	30				
	4943	5				
	4942	35	4			
	4969	30				
	4933	30				
	4943	5				
	4942	35	5			
	4969	30				
	4933	25				
	4943	5				
	4970	5				
	4942	35	6			
	4969	30				
	4933	25				
	4943	5				
	4970	5				
	4942	35	7			
	4969	25				
	4933	25				
	4943	5				
	4970	5				
	4934	5				
	4942	35	8			
	4969	25				
	4933	25				
	4943	5				
	4970	5				
	4934	5				
	4942	30	9			
	4969	25				
	4933	25				
	4943	5				
	4970	5				
	4934	5				
	4944	5				
	4942	30	10			
	4969	25				
	4933	25				
	4943	5				
	4970	5				
	4934	5				
	4944	5				
	4942	25	11			
	4969	25				
	4933	25				
	4943	10				
	4970	5				
	4934	5				
	4944	5				
	4942	25	12			
	4969	20				
	4933	25				
	4943	10				
	4970	10				
	4934	5				
	4944	5				
	4942	25	13			
	4969	20				
	4933	20				
	4943	10				
	4970	10				
	4934	10				
	4944	5				
	4942	20	14			
	4969	20				
	4933	20				
	4943	10				
	4970	10				
	4934	10				
	4944	10				
	4942	20	15			
	4969	20				
	4933	20				
	4943	10				
	4970	10				
	4934	10				
	4944	10				
46	4972	40	1			
	4927	30				
	4960	30				
	4972	40	2			
	4927	30				
	4960	30				
	4972	35	3			
	4927	30				
	4960	30				
	4973	5				
	4972	35	4			
	4927	30				
	4960	30				
	4973	5				
	4972	35	5			
	4927	30				
	4960	25				
	4973	5				
	4928	5				
	4972	35	6			
	4927	30				
	4960	25				
	4973	5				
	4928	5				
	4972	35	7			
	4927	25				
	4960	25				
	4973	5				
	4928	5				
	4961	5				
	4972	35	8			
	4927	25				
	4960	25				
	4973	5				
	4928	5				
	4961	5				
	4972	30	9			
	4927	25				
	4960	25				
	4973	5				
	4928	5				
	4961	5				
	4974	5				
	4972	30	10			
	4927	25				
	4960	25				
	4973	5				
	4928	5				
	4961	5				
	4974	5				
	4972	25	11			
	4927	25				
	4960	25				
	4973	10				
	4928	5				
	4961	5				
	4974	5				
	4972	25	12			
	4927	20				
	4960	25				
	4973	10				
	4928	10				
	4961	5				
	4974	5				
	4972	25	13			
	4927	20				
	4960	20				
	4973	10				
	4928	10				
	4961	10				
	4974	5				
	4972	20	14			
	4927	20				
	4960	20				
	4973	10				
	4928	10				
	4961	10				
	4974	10				
	4972	20	15			
	4927	20				
	4960	20				
	4973	10				
	4928	10				
	4961	10				
	4974	10				
47	4933	40	1			
	4921	30				
	4969	30				
	4933	40	2			
	4921	30				
	4969	30				
	4933	35	3			
	4921	30				
	4969	30				
	4934	5				
	4933	35	4			
	4921	30				
	4969	30				
	4934	5				
	4933	35	5			
	4921	30				
	4969	25				
	4934	5				
	4925	5				
	4933	35	6			
	4921	30				
	4969	25				
	4934	5				
	4925	5				
	4933	35	7			
	4921	25				
	4969	25				
	4934	5				
	4925	5				
	4970	5				
	4933	35	8			
	4921	25				
	4969	25				
	4934	5				
	4925	5				
	4970	5				
	4933	30	9			
	4921	25				
	4969	25				
	4934	5				
	4925	5				
	4970	5				
	4935	5				
	4933	30	10			
	4921	25				
	4969	25				
	4934	5				
	4925	5				
	4970	5				
	4935	5				
	4933	25	11			
	4921	25				
	4969	25				
	4934	10				
	4925	5				
	4970	5				
	4935	5				
	4933	25	12			
	4921	20				
	4969	25				
	4934	10				
	4925	10				
	4970	5				
	4935	5				
	4933	25	13			
	4921	20				
	4969	20				
	4934	10				
	4925	10				
	4970	10				
	4935	5				
	4933	20	14			
	4921	20				
	4969	20				
	4934	10				
	4925	10				
	4970	10				
	4935	10				
	4933	20	15			
	4921	20				
	4969	20				
	4934	10				
	4925	10				
	4970	10				
	4935	10				
48	4936	55	1			
	4933	45				
	4936	55	2			
