Type	Number	Sell Name	Case	CharacterTID	UseLevel	Price(Money)	Price(Skull)
Hair	59	Graduation Bob 2	1	460	10	3000	0
Hair	60	Graduation Bob 3	1	460	10	3000	0
Hair	61	Graduation Bob 4	1	460	10	3000	0
Hair	62	Graduation Bob 5	1	460	10	3000	0
Face	0	Type 1	0	460	1	0	0
Face	1	Type 2	1	460	7	2000	0
Face	2	Type 3	1	460	7	2000	0
Face	3	Type 4	1	460	7	3000	0
Face	4	Type 5	1	460	7	3000	0
Face	5	Type 6	0	460	1	0	0
Face	6	Type 7	0	460	1	0	0
Face	7	Type 8	0	460	1	0	0
Face	8	Type 9	0	460	1	0	0
Face	9	Type 10	0	460	1	0	0
Face	10	Type 11	1	460	10	3000	0
Face	11	Type 12	1	460	10	3000	0
Face	12	Type 13	1	460	10	3000	0
Face	13	Type 14	1	460	10	3000	0
Face	14	Type 15	1	460	10	3000	0
Face	15	Type 16	1	460	10	3000	0
Hair	0	Comet 1	0	377	1	0	0
Hair	1	Comet 2	1	377	7	1000	0
Hair	2	Comet 3	1	377	7	1000	0
Hair	3	Comet 4	1	377	7	1000	0
Hair	4	Comet 5	1	377	7	1000	0
Hair	5	Maid Cat 1	1	377	7	1000	0
Hair	6	Maid Cat 2	1	377	7	1000	0
Hair	7	Maid Cat 3	0	377	1	0	0
Hair	8	Maid Cat 4	1	377	7	1000	0
Hair	9	Maid Cat 5	1	377	7	1000	0
Hair	10	Crescent 1	0	377	1	0	0
Hair	11	Crescent 2	1	377	7	1000	0
Hair	12	Crescent 3	1	377	7	1000	0
Hair	13	Crescent 4	1	377	7	1000	0
Hair	14	Crescent 5	1	377	7	1000	0
Hair	15	Hardfencer 1	0	377	1	0	0
Hair	16	Hardfencer 2	1	377	7	1000	0
Hair	17	Hardfencer 3	1	377	7	1000	0
Hair	18	Hardfencer 4	1	377	7	1000	0
Hair	19	Hardfencer 5	1	377	7	1000	0
Hair	20	Wild Tail 1	0	377	1	0	0
Hair	21	Wild Tail 2	1	377	7	1000	0
Hair	22	Wild Tail 3	1	377	7	1000	0
Hair	23	Wild Tail 4	1	377	7	1000	0
Hair	24	Wild Tail 5	1	377	7	1000	0
Hair	25	Moon Sarrow 1	1	377	7	1000	0
Hair	26	Moon Sarrow 2	1	377	7	1000	0
Hair	27	Moon Sarrow 3	1	377	7	1000	0
Hair	28	Moon Sarrow 4	1	377	7	1000	0
Hair	29	Moon Sarrow 5	1	377	7	1000	0
Hair	30	Daphne 1	1	377	7	1000	0
Hair	31	Daphne 2	1	377	7	1000	0
Hair	32	Daphne 3	1	377	7	1000	0
Hair	33	Daphne 4	1	377	7	1000	0
Hair	34	Daphne 5	0	377	1	0	0
Hair	35	Foxy 1	1	377	7	1000	0
Hair	36	Foxy 2	1	377	7	1000	0
Hair	37	Foxy 3	1	377	7	1000	0
Hair	38	Foxy 4	1	377	7	1000	0
Hair	39	Foxy 5	1	377	7	1000	0
Hair	40	Lunarchist 1	1	377	7	1000	0
Hair	41	Lunarchist 2	1	377	7	1000	0
Hair	42	Lunarchist 3	1	377	7	1000	0
Hair	43	Lunarchist 4	1	377	7	1000	0
Hair	44	Lunarchist 5	1	377	7	1000	0
Hair	45	Grace 1	1	377	7	1000	0
Hair	46	Grace 2	1	377	7	1000	0
Hair	47	Grace 3	1	377	7	1000	0
Hair	48	Grace 4	1	377	7	1000	0
Hair	49	Grace 5	1	377	7	1000	0
Hair	50	Molly Roger 1	1	377	7	1000	0
Hair	51	Molly Roger 2	1	377	7	1000	0
Hair	52	Molly Roger 3	1	377	7	1000	0
Hair	53	Molly Roger 4	1	377	7	1000	0
Hair	54	Molly Roger 5	1	377	7	1000	0
Hair	55	Nightwing 1	1	377	7	1000	0
Hair	56	Nightwing 2	1	377	7	1000	0
Hair	57	Nightwing 3	1	377	7	1000	0
Hair	58	Nightwing 4	1	377	7	1000	0
Hair	59	Nightwing 5	1	377	7	1000	0
Face	0	Type 1	1	377	7	1000	0
Face	1	Type 2	1	377	7	1000	0
Face	2	Type 3	1	377	7	1000	0
Face	3	Type 4	0	377	1	0	0
Face	4	Type 5	1	377	7	1000	0
Face	5	Type 6	0	377	1	0	0
Face	6	Type 7	1	377	7	1000	0
Face	7	Type 8	0	377	1	0	0
Face	8	Type 9	1	377	7	1000	0
Face	9	Type 10	0	377	1	0	0
Face	10	Type 11	1	377	7	1000	0
Face	11	Type 12	1	377	7	1000	0
Face	12	Type 13	1	377	7	1000	0
Face	13	Type 14	1	377	7	1000	0
Face	14	Type 15	0	377	1	0	0
Face	15	Type 16	1	377	7	1000	0
Face	16	Type 17	1	377	7	1000	0
Face	17	Type 18	1	377	7	1000	0
Face	18	Type 19	1	377	7	1000	0
Face	19	Type 20	1	377	7	1000	0
Face	20	Type 21	1	377	7	1000	0
Face	21	Type 22	1	377	7	1000	0
Face	22	Type 23	1	377	7	1000	0
Face	23	Type 24	1	377	7	1000	0
Face	24	Type 25	1	377	7	1000	0
Face	25	Type 26	1	377	7	1000	0
Hair	0	Bob Tail 1	0	1724	1	0	0
Hair	1	Bob Tail 2	1	1724	7	1000	0
Hair	2	Bob Tail 3	1	1724	7	1000	0
Hair	3	Bob Tail 4	1	1724	7	1000	0
Hair	4	Bob Tail 5	1	1724	7	1000	0
Hair	5	Bun Hair 1	0	1724	1	0	0
Hair	6	Bun Hair 2	1	1724	7	1000	0
Hair	7	Bun Hair 3	1	1724	7	1000	0
Hair	8	Bun Hair 4	1	1724	7	1000	0
Hair	9	Bun Hair 5	1	1724	7	1000	0
Hair	10	Cutie Horn 1	0	1724	1	0	0
Hair	11	Cutie Horn 2	1	1724	7	1000	0
Hair	12	Cutie Horn 3	1	1724	7	1000	0
Hair	13	Cutie Horn 4	1	1724	7	1000	0
Hair	14	Cutie Horn 5	1	1724	7	1000	0
Hair	15	Cutie Ponytail 1	0	1724	1	0	0
Hair	16	Cutie Ponytail 2	1	1724	7	1000	0
Hair	17	Cutie Ponytail 3	1	1724	7	1000	0
Hair	18	Cutie Ponytail 4	1	1724	7	1000	0
Hair	19	Cutie Ponytail 5	1	1724	7	1000	0
Hair	20	One-sided Braid 1	0	1724	1	0	0
Hair	21	One-sided Braid 2	1	1724	7	1000	0
Hair	22	One-sided Braid 3	1	1724	7	1000	0
Hair	23	One-sided Braid 4	1	1724	7	1000	0
Hair	24	One-sided Braid 5	1	1724	7	1000	0
Hair	25	Hairpin Braid 1	1	1724	7	1000	0
Hair	26	Hairpin Braid 2	1	1724	7	1000	0
Hair	27	Hairpin Braid 3	1	1724	7	1000	0
Hair	28	Hairpin Braid 4	1	1724	7	1000	0
Hair	29	Hairpin Braid 5	1	1724	7	1000	0
Hair	30	Feather Decor 1	1	1724	7	1000	0
Hair	31	Feather Decor 2	1	1724	7	1000	0
Hair	32	Feather Decor 3	1	1724	7	1000	0
Hair	33	Feather Decor 4	1	1724	7	1000	0
Hair	34	Feather Decor 5	1	1724	7	1000	0
Hair	35	Roundup Pin Hair 1	1	1724	7	1000	0
Hair	36	Roundup Pin Hair 2	1	1724	7	1000	0
Hair	37	Roundup Pin Hair 3	1	1724	7	1000	0
Hair	38	Roundup Pin Hair 4	1	1724	7	1000	0
Hair	39	Roundup Pin Hair 5	1	1724	7	1000	0
Hair	40	Roundup Ribbon Hair 1	1	1724	7	1000	0
Hair	41	Roundup Ribbon Hair 2	1	1724	7	1000	0
Hair	42	Roundup Ribbon Hair 3	1	1724	7	1000	0
Hair	43	Roundup Ribbon Hair 4	1	1724	7	1000	0
Hair	44	Roundup Ribbon Hair 5	1	1724	7	1000	0
Hair	45	Dragon Horn 1	1	1724	7	1000	0
Hair	46	Dragon Horn 2	1	1724	7	1000	0
Hair	47	Dragon Horn 3	1	1724	7	1000	0
Hair	48	Dragon Horn 4	1	1724	7	1000	0
Hair	49	Dragon Horn 5	1	1724	7	1000	0
Hair	50	Braid Round 1	1	1724	7	1000	0
Hair	51	Braid Round 2	1	1724	7	1000	0
Hair	52	Braid Round 3	1	1724	7	1000	0
Hair	53	Braid Round 4	1	1724	7	1000	0
Hair	54	Braid Round 5	1	1724	7	1000	0
Face	0	Type 1	0	1724	1	0	0
Face	1	Type 2	0	1724	1	0	0
Face	2	Type 3	1	1724	7	1000	0
Face	3	Type 4	0	1724	1	0	0
Face	4	Type 5	1	1724	7	1000	0
Face	5	Type 6	1	1724	7	1000	0
Face	6	Type 7	1	1724	7	1000	0
Face	7	Type 8	0	1724	1	0	0
Face	8	Type 9	1	1724	7	1000	0
Face	9	Type 10	1	1724	7	1000	0
Face	10	Type 11	0	1724	1	0	0
